DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
1998/03/15 19:25:52.40,39.7380,-75.5400,5.80,1.80,Mc,6,,6,0.40,SE,
1998/03/19 05:37:26.30,39.7370,-75.5370,5.90,1.70,Mc,6,,6,0.40,SE,
1998/03/25 07:13:05.98,39.4282,-75.5160,5.39,1.90,Mc,6,330,35,0.07,LD,
1998/03/26 15:15:18.80,37.2220,-83.7820,0.00,1.60,Mc,11,288,114,0.50,SE,
1998/04/16 18:21:28.00,36.0420,-83.7360,6.10,2.10,Mc,18,101,20,0.20,SE,
1998/04/19 17:09:49.75,41.5427,-73.5970,9.85,,Unk,7,299,26,1.17,LD,
1998/04/21 15:34:32.75,42.7827,-73.5685,0.73,,Unk,14,167,143,0.47,LD,
1998/04/22 02:58:45.50,35.9890,-83.4790,5.40,2.00,Mc,18,121,19,0.20,SE,
1998/04/24 20:33:38.70,35.5190,-82.0740,1.60,2.00,Mc,22,171,103,0.60,SE,
1998/04/26 06:38:28.20,37.6780,-78.0270,15.00,1.80,Mc,6,291,15,0.10,SE,
1998/04/30 04:00:09.20,35.9870,-83.8150,10.10,1.70,Mc,15,77,24,0.20,SE,
1998/05/20 01:53:28.00,38.7580,-78.4230,3.20,2.20,ML,6,328,86,0.10,SE,
1998/06/14 12:34:41.60,37.6880,-77.8460,18.90,1.30,Mc,5,302,26,0.10,SE,
1998/06/17 04:01:02.10,36.1170,-83.7380,15.10,1.80,Mc,12,229,13,0.30,SE,
1998/06/20 12:54:06.80,40.9565,-74.3490,7.08,1.20,Mc,8,253,12,0.66,LD,
1998/06/30 06:18:37.63,40.9817,-74.3397,6.50,1.90,Mc,11,158,11,0.12,LD,
1998/07/07 09:41:47.37,43.2807,-72.0042,11.26,,Unk,9,236,123,0.16,LD,
1998/08/12 19:30:54.82,41.0100,-73.9285,-0.28,,Unk,9,161,2,0.43,LD,
1998/08/29 23:41:56.45,41.2123,-74.0475,8.54,1.40,Mc,9,103,12,0.09,LD,
1998/09/01 09:32:32.00,36.7280,-83.6330,9.30,1.50,Mc,13,274,62,0.30,SE,
1998/09/06 05:08:23.90,36.7470,-83.5930,0.70,1.90,Mc,14,216,65,0.30,SE,
1998/09/08 03:47:03.62,41.2033,-74.0460,2.94,1.20,Mc,8,108,13,0.05,LD,
1998/09/13 15:47:08.50,36.1200,-83.6790,7.30,2.10,Mc,17,134,17,0.20,SE,
1998/09/13 18:11:04.40,36.3870,-83.5550,7.60,1.60,Mc,12,190,33,0.30,SE,
1998/09/23 17:31:30.63,42.9198,-74.8413,10.00,,Unk,20,214,166,1.09,LD,
1998/10/08 08:50:59.32,41.0422,-74.3313,2.25,,Unk,5,160,11,0.04,LD,
1998/10/08 16:49:00.28,41.0787,-74.3275,1.75,,Unk,6,156,11,0.04,LD,
1998/10/09 15:16:01.74,41.0925,-74.3450,3.65,,Unk,9,169,12,0.12,LD,
1998/10/11 00:48:43.42,41.3483,-73.3193,6.15,1.00,Mc,11,327,20,0.07,LD,
1998/10/19 10:46:21.50,36.3030,-83.6730,19.90,2.10,Mc,13,238,56,0.20,SE,
1998/10/27 06:41:17.66,39.7942,-75.5920,3.00,1.20,Mc,6,229,2,0.09,LD,
1998/11/30 16:33:00.50,36.9040,-82.8610,0.00,2.00,Mc,19,144,117,0.50,SE,
1998/12/21 03:30:55.50,36.1610,-83.7160,4.90,1.70,Mc,9,196,12,0.10,SE,
1999/01/01 08:47:31.10,36.2710,-83.7020,21.70,1.00,Mc,8,239,15,0.00,SE,
1999/01/12 05:45:14.73,40.8722,-74.1763,7.02,1.40,Mc,10,249,27,0.17,LD,
1999/01/18 14:47:01.10,36.3450,-83.4810,8.20,1.70,Mc,10,304,36,0.20,SE,
1999/01/25 20:12:30.00,42.7330,-77.8500,10.00,2.50,Mc,,,,,LD,
1999/01/31 10:39:13.46,40.9752,-74.0503,3.82,1.50,Mc,8,204,12,0.08,LD,
1999/03/13 06:57:56.60,36.0360,-83.6520,9.90,1.90,Mc,18,114,25,0.30,SE,
1999/03/30 08:48:01.30,36.8100,-83.7440,3.40,2.40,Mc,16,214,68,0.40,SE,
1999/04/05 15:30:25.30,36.3700,-83.7620,19.60,1.60,Mc,7,277,20,0.10,SE,
1999/04/05 19:20:18.97,42.8737,-74.6880,10.00,1.50,Mc,9,214,163,0.81,LD,
1999/04/18 09:44:55.68,40.3167,-75.9657,2.00,2.40,Mc,14,252,67,0.11,LD,
1999/04/20 07:17:30.30,37.0290,-82.9040,2.30,2.10,Mc,8,267,94,0.30,SE,
1999/04/21 13:32:07.33,40.9158,-76.4027,14.27,,Unk,10,350,163,0.43,LD,
1999/04/27 01:06:51.90,36.1190,-83.6930,7.40,1.70,Mc,13,180,16,0.20,SE,
1999/04/28 16:52:06.45,40.9105,-76.6147,5.00,,Unk,12,351,181,0.33,LD,
1999/05/10 17:29:06.65,41.4885,-73.1845,6.50,1.00,Mc,10,333,36,0.26,LD,
1999/05/15 18:16:45.20,35.7340,-82.4140,0.00,1.60,Mc,14,182,82,0.80,SE,
1999/05/22 15:20:54.40,35.7280,-83.9020,19.60,1.90,Mc,18,67,14,0.40,SE,
1999/05/24 16:15:14.67,42.9502,-74.8727,6.36,,Unk,10,230,165,0.08,LD,
1999/05/27 11:21:00.50,35.7560,-83.9550,14.10,1.90,Mc,18,73,20,0.20,SE,
1999/05/29 22:59:04.10,36.1060,-83.7060,3.40,2.00,Mc,21,124,16,0.30,SE,
1999/05/30 03:41:56.80,36.1030,-83.7160,5.00,1.20,Mc,10,121,16,0.10,SE,
1999/05/31 01:16:31.54,40.0552,-74.7093,9.98,2.30,Mc,18,210,74,0.60,LD,
1999/06/04 12:16:51.80,36.6720,-83.9720,3.90,1.50,Mc,20,149,54,0.90,SE,
1999/06/17 05:53:16.60,36.4580,-83.4770,10.40,1.40,Mc,8,323,93,0.90,SE,
1999/07/06 15:56:53.60,36.0400,-83.7370,0.00,1.40,Mc,12,100,20,1.10,SE,
1999/07/16 01:54:22.80,36.0440,-83.6690,4.20,1.80,Mc,15,156,37,0.20,SE,
1999/07/27 13:22:43.03,40.1682,-75.7912,1.70,,Unk,12,349,147,0.86,LD,
1999/08/10 19:18:36.69,41.1430,-73.9218,5.72,,Unk,6,150,10,0.09,LD,
1999/08/14 09:49:10.70,36.3910,-81.2510,0.00,1.80,Mc,14,136,78,0.30,SE,
1999/08/14 16:07:18.90,36.5680,-81.2360,3.30,1.70,Mc,10,210,80,0.20,SE,
1999/08/19 15:14:55.58,41.0012,-74.3257,4.66,,Unk,7,191,12,0.10,LD,
1999/09/17 12:13:10.90,36.1710,-83.9320,3.30,1.70,Mc,6,240,9,0.10,SE,
1999/09/22 15:37:29.60,36.3440,-83.6410,34.80,1.60,Mc,9,214,24,0.60,SE,
1999/10/05 19:23:22.40,36.6760,-83.5520,31.60,1.50,Mc,9,242,59,0.50,SE,
1999/10/22 14:37:33.31,40.3803,-75.9277,10.69,1.90,Mc,6,352,143,0.71,LD,
1999/10/31 06:06:19.80,35.5340,-83.0710,11.30,1.60,Mc,6,284,46,0.30,SE,
1999/11/22 00:31:15.60,36.9760,-80.9090,5.40,1.50,Mc,15,116,16,0.40,SE,
1999/11/30 01:27:23.60,36.3610,-83.9100,3.40,2.40,Mc,15,226,19,0.30,SE,
1999/12/17 20:09:29.20,36.5880,-83.1030,14.50,1.60,Mc,7,316,79,0.20,SE,
1999/12/19 21:11:13.20,36.3750,-83.9120,0.00,2.50,Mc,19,166,20,0.40,SE,
1999/12/21 03:04:19.50,35.6760,-83.0970,36.50,1.70,Mc,12,170,61,0.70,SE,
1999/12/26 02:06:09.40,36.7830,-82.6600,3.10,1.90,Mc,9,183,113,0.40,SE,
2000/01/12 09:11:04.00,35.7650,-82.4000,11.50,1.60,Mc,14,126,83,0.90,SE,
2000/02/13 05:56:36.80,35.9170,-83.8780,8.90,1.20,Mc,7,156,30,0.10,SE,
2000/02/16 17:42:13.92,41.0350,-74.3332,0.00,,Unk,6,165,11,0.04,LD,
2000/02/21 14:27:31.20,36.3630,-83.5910,0.00,1.50,Mc,12,255,29,0.20,SE,
2000/02/24 14:47:19.19,41.1228,-75.7535,5.86,2.30,Mc,17,255,109,0.25,LD,
2000/03/22 20:48:00.47,40.0662,-76.3032,1.02,1.80,Mc,15,157,7,1.58,LD,
2000/03/29 07:03:36.00,37.7620,-83.5870,18.30,2.00,Mc,9,262,175,0.50,SE,
2000/04/12 04:38:16.90,36.6170,-83.7890,18.30,1.90,Mc,13,290,46,0.30,SE,
2000/04/14 13:13:41.20,37.3210,-83.3480,0.00,2.00,Mc,12,254,132,0.50,SE,
2000/04/16 02:38:45.00,36.2410,-83.9470,8.70,1.90,Mc,15,182,11,0.30,SE,
2000/04/26 16:13:53.12,41.0992,-73.9510,6.29,,Unk,7,135,11,0.04,LD,
2000/04/29 03:34:53.10,37.7000,-77.5000,5.00,2.50,ML,8,,207,,SE,
2000/05/11 08:41:57.40,36.3750,-82.5890,11.00,1.80,Mc,9,179,43,0.40,SE,
2000/05/16 01:25:18.00,36.3350,-83.4500,15.30,1.60,Mc,11,185,38,0.70,SE,
2000/07/08 21:41:02.30,35.8170,-83.9560,11.00,1.70,Mc,13,170,33,0.10,SE,
2000/07/12 09:55:34.00,36.8380,-83.5890,0.00,1.90,Mc,10,222,107,0.20,SE,
2000/07/22 05:02:30.89,43.4698,-75.2533,1.11,2.50,Mc,24,144,89,0.36,LD,
2000/09/11 05:35:40.90,35.6750,-83.5850,5.50,1.60,Mc,7,220,36,0.50,SE,
2000/10/05 23:33:58.04,39.9103,-76.1653,6.00,2.10,Mc,5,344,45,0.14,LD,
2000/10/12 22:49:25.50,36.8430,-83.8420,0.00,1.70,Mc,12,161,71,0.70,SE,
2000/10/16 17:56:13.80,38.6360,-80.9200,16.90,2.50,Mc,17,133,147,0.40,SE,
2000/11/06 12:16:36.65,42.7620,-74.0683,8.25,2.40,Mc,28,84,69,0.57,LD,
2000/11/24 06:19:01.90,35.5130,-83.1700,0.00,1.60,Mc,8,222,45,0.80,SE,
2000/11/24 06:45:27.10,38.5240,-82.8110,0.00,2.40,Mc,18,158,239,0.90,SE,
2001/01/02 04:45:59.50,35.5480,-83.9520,9.70,2.20,Mc,6,223,71,0.10,SE,
2001/01/17 12:34:22.59,40.7765,-73.9543,7.36,2.40,Mc,21,,,,LD,
2001/01/19 15:04:42.83,40.7752,-73.9563,5.20,1.20,Mc,21,,,,LD,
2001/01/20 11:29:54.90,35.5350,-83.5260,17.00,2.20,Mc,7,229,45,0.20,SE,
2001/01/25 02:32:35.10,36.1170,-83.2100,3.30,1.80,Mc,10,150,25,0.60,SE,
2001/02/03 17:50:43.00,41.4100,-72.7000,2.00,1.80,ML,6,,,0.00,WES,200102034054
2001/02/18 19:17:04.20,35.7670,-83.9860,7.40,2.00,Mc,14,176,33,0.20,SE,
2001/02/25 00:54:25.40,35.9600,-83.2250,0.00,2.10,Mc,11,249,9,0.20,SE,
2001/02/25 16:38:07.10,36.1130,-83.8340,10.50,1.70,Mc,8,166,10,0.20,SE,
2001/03/25 14:56:55.20,36.0100,-83.8410,5.00,1.60,Mc,12,143,21,0.20,SE,
2001/04/13 07:49:52.60,35.9750,-83.6980,14.30,2.10,Mc,12,130,28,0.30,SE,
2001/05/21 02:36:06.50,35.8460,-83.9820,0.00,2.10,Mc,14,94,30,0.40,SE,
2001/06/25 23:04:48.20,38.4600,-77.8240,5.00,2.50,Mc,12,127,49,0.90,SE,
2001/07/07 15:25:07.50,35.5170,-83.4480,0.00,1.80,Mc,9,215,45,0.40,SE,
2001/07/14 20:08:29.39,40.9600,-74.3700,7.00,1.90,Mc,14,,,,LD,
2001/07/17 14:41:20.00,39.9400,-76.3400,0.70,1.80,Mc,9,,,,LD,
2001/08/15 14:44:34.75,42.0940,-72.3320,14.00,2.10,ML,8,,,0.00,WES,200108154035
2001/08/19 22:47:21.82,42.5480,-74.1500,2.00,1.88,ML,13,,,,LD,
2001/09/03 02:05:57.90,37.3690,-78.2310,5.00,2.50,Mc,10,225,120,0.50,SE,
2001/09/18 18:18:49.40,36.0580,-83.2130,29.50,1.70,Mc,6,165,19,0.40,SE,
2001/10/01 09:55:59.50,37.2620,-80.0990,11.20,1.80,Mc,10,267,29,0.20,SE,
2001/11/08 02:15:12.20,37.0900,-80.8400,3.60,1.80,Mc,8,210,12,0.20,SE,
2001/11/17 00:45:59.30,36.5140,-81.4180,0.00,1.70,Mc,6,189,63,0.80,SE,
2001/11/17 11:32:09.20,35.8920,-83.6260,11.50,1.80,Mc,10,153,30,0.40,SE,
2001/11/18 17:15:45.30,37.2260,-80.3440,11.60,1.60,Mc,8,303,7,0.20,SE,
2002/01/31 12:17:54.20,36.7820,-83.5960,17.00,2.40,Mc,12,162,68,0.30,SE,
2002/02/25 01:53:16.00,36.0210,-83.8370,9.50,1.70,Mc,10,105,20,0.20,SE,
2002/03/05 01:33:52.21,41.1147,-73.6567,5.96,1.20,Mc,12,187,21,0.09,LD,200203050133
2002/03/06 11:09:45.55,41.7073,-71.3485,17.32,2.20,ML,7,250,28,0.17,NE,
2002/03/18 02:56:41.83,41.1520,-74.5370,5.00,0.78,ML,5,,,,LD,
2002/03/26 05:38:09.00,36.5830,-83.6980,10.00,1.90,Mc,9,239,44,0.40,SE,
2002/03/27 08:25:03.30,37.7530,-82.1710,7.70,2.10,Mc,10,247,145,0.30,SE,
2002/04/07 01:56:12.70,36.0810,-83.5400,23.20,1.10,Mc,6,136,30,0.10,SE,
2002/05/18 07:02:31.50,36.3030,-83.3510,6.30,2.00,Mc,10,176,45,0.40,SE,
2002/07/24 11:31:21.80,35.9390,-83.8370,14.00,1.70,Mc,10,164,32,0.20,SE,
2002/08/09 14:59:56.58,40.6195,-74.6313,3.88,1.50,Mc,9,323,9,0.23,LD,200208091459
2002/08/22 18:58:38.62,41.8800,-72.5163,0.24,2.20,ML,5,148,72,0.33,NE,
2002/09/04 02:22:17.00,36.2470,-83.7660,3.30,1.90,Mc,9,209,9,0.20,SE,
2002/09/09 01:34:34.00,35.8630,-82.6810,10.00,2.30,Mc,15,184,56,0.20,SE,
2002/09/09 01:53:12.00,35.8710,-82.6900,17.10,1.90,Mc,9,198,55,0.20,SE,
2002/09/20 23:58:04.90,35.6670,-82.9490,0.10,1.80,Mc,8,289,41,0.20,SE,
2002/09/28 23:47:27.13,42.8593,-71.7248,2.71,2.50,ML,13,119,42,0.40,NE,
2002/11/08 03:09:12.20,35.8930,-83.5870,19.80,2.30,Mc,12,153,26,0.20,SE,
2002/11/22 01:24:34.60,36.3810,-83.5920,3.20,1.80,Mc,9,207,59,0.50,SE,
2002/11/22 13:49:50.20,36.5120,-83.0130,0.00,2.50,Mc,14,167,73,0.70,SE,
2003/01/11 02:24:09.83,41.0038,-73.8795,2.98,1.20,Mc,10,270,3,0.09,LD,200301110224
2003/01/15 00:58:18.33,40.9900,-73.8662,3.48,1.40,Mc,12,151,4,0.13,LD,200301150058
2003/04/20 12:24:43.84,41.3605,-74.3697,7.03,2.30,Mc,14,161,22,0.20,LD,200304201224
2003/05/17 14:49:14.10,35.5370,-83.2440,6.30,1.80,Md,10,140,41,0.30,SE,
2003/06/30 19:24:13.06,43.4718,-71.6550,1.02,2.22,ML,4,207,0,19.6,NE,
2003/07/13 02:41:35.50,35.6610,-83.9420,15.80,2.50,Mc,14,111,43,0.30,SE,
2003/07/17 00:44:10.00,41.8600,-80.7600,2.50,2.50,ML,11,,,0.00,OGS,200307174001
2003/08/24 09:21:37.12,40.7842,-74.5480,5.58,1.50,Mc,11,187,11,0.19,LD,200308240921
2003/10/01 08:07:57.36,40.5717,-75.1157,3.07,2.20,Mc,23,154,22,0.47,LD,200310010807
2003/10/07 01:32:03.19,41.7315,-71.5707,6.23,1.80,ML,10,297,21,0.48,NE,
2003/11/04 13:37:31.80,40.2507,-75.8767,1.00,2.40,Mc,25,167,49,0.24,LD,200311041337
2003/11/18 17:33:09.97,43.2552,-71.7245,5.00,,Unk,6,170,68,3.65,NE,
2004/02/24 01:54:42.80,41.5632,-71.0113,1.58,2.00,ML,11,314,59,0.20,NE,
2004/03/14 05:05:10.29,41.7700,-81.2400,5.00,2.40,ML,3,,,0.00,OGS,200403144021
2004/03/22 15:21:39.93,39.8603,-75.0475,7.19,2.10,Mc,19,237,87,0.37,LD,200403221521
2004/03/24 10:30:59.00,36.0410,-83.6330,12.00,1.70,Mc,8,164,26,0.20,SE,
2004/03/30 04:17:26.10,36.4290,-83.4930,22.20,1.70,Mc,6,291,40,0.20,SE,
2004/04/27 01:11:50.40,36.4170,-83.7300,15.50,2.40,Mc,12,233,25,0.10,SE,
2004/04/30 13:26:10.60,36.6790,-82.7480,3.10,2.10,Mc,10,335,76,0.20,SE,
2004/05/25 13:55:07.60,35.9000,-83.6140,19.40,2.40,Mc,16,191,11,0.20,SE,
2004/06/11 08:51:40.60,35.8850,-83.7350,2.80,2.00,Mc,13,117,10,0.10,SE,
2004/08/19 10:37:40.20,35.7030,-83.9920,12.60,1.60,Mc,12,146,19,0.10,SE,
2004/08/28 12:38:38.24,43.1698,-71.7065,5.77,2.30,Mc,15,153,34,0.85,LD,200408281238
2004/09/18 14:02:41.30,37.2810,-82.9690,0.00,2.20,Mc,10,204,110,0.30,SE,
2004/09/23 19:10:11.00,38.3170,-83.5300,11.00,2.00,Mc,7,138,23,0.10,SE,
2004/10/06 16:20:18.25,42.9390,-71.9633,26.26,1.55,ML,9,157,58,0.43,NE,
2004/10/08 02:25:45.92,42.5112,-71.4680,2.00,1.95,Mc,10,148,7,0.50,NE,
2004/10/08 03:21:02.12,42.4773,-71.4993,0.90,0.30,Mc,4,181,6,0.14,NE,
2004/10/08 12:38:13.04,42.2925,-71.8140,2.01,1.20,Mc,5,192,32,1.78,NE,
2004/10/14 09:36:02.96,41.3940,-73.9862,8.06,2.10,Mc,21,140,21,0.20,LD,200410140936
2004/11/17 05:00:39.93,36.2618,-83.5203,11.13,2.00,Md,12,166,8,0.08,ET,
2004/11/17 05:09:15.43,36.2488,-83.5267,9.61,2.50,Md,18,167,10,0.11,ET,
2004/12/03 01:27:14.00,37.8780,-77.9630,10.00,2.50,Md,9,197,52,0.40,SE,
2004/12/12 01:25:38.00,40.7455,-73.9727,4.72,0.80,Mc,6,341,5,0.21,LD,200412120125
2004/12/12 01:26:42.85,40.7532,-73.9608,5.56,0.60,Mc,6,333,4,0.28,LD,200412120126
2004/12/12 01:43:45.72,40.7607,-73.9572,6.35,0.30,Mc,5,329,3,0.33,LD,200412120143
2004/12/15 02:34:50.58,40.7543,-73.9618,3.97,0.70,Mc,8,278,4,0.17,LD,200412150234
2004/12/17 05:30:26.54,39.6387,-75.4137,7.06,2.00,Mc,10,219,125,0.54,LD,200412170530
2004/12/27 17:08:38.09,42.5947,-74.0328,8.75,,Unk,14,144,154,0.90,NE,
2004/12/30 04:43:17.06,35.7322,-83.9603,17.46,1.00,Md,9,154,22,0.04,ET,
2005/01/08 20:30:00.92,43.3090,-71.6925,8.89,1.40,ML,10,154,18,0.44,NE,
2005/02/15 04:17:43.98,37.1745,-81.8327,9.08,2.00,Md,9,140,125,0.59,ET,
2005/02/23 14:22:44.11,39.2592,-76.5890,9.13,2.00,Mc,9,259,27,0.13,LD,200502231422
2005/04/10 00:27:06.09,39.8365,-75.4893,0.00,1.90,ML,11,154,,,LD,200504100027
2005/04/23 14:24:51.11,40.8852,-74.0687,6.63,1.90,Mc,11,104,14,0.23,LD,200504231424
2005/05/01 22:47:50.30,35.7640,-83.6360,23.40,1.30,Mc,12,210,6,0.10,SE,
2005/06/02 16:49:14.70,42.5080,-71.5600,5.00,1.20,ML,6,236,0,5.49,NE,
2005/07/25 02:30:53.20,36.7500,-83.3120,9.80,2.20,Mc,15,220,31,0.10,SE,
2005/07/31 12:49:04.20,36.7360,-83.5600,13.40,2.40,Mc,15,156,21,0.10,SE,
2005/08/19 15:29:36.67,43.4502,-71.5393,7.79,1.75,ML,12,191,10,0.26,NE,
2005/08/23 00:00:56.41,43.0285,-71.8468,12.82,1.42,ML,14,131,52,0.45,NE,
2005/08/25 12:56:31.50,35.8760,-82.8100,8.10,2.50,Mc,30,179,78,0.30,SE,
2005/08/28 21:31:33.30,36.0740,-83.6010,7.90,2.10,Mc,25,170,27,0.20,SE,
2005/09/05 20:02:35.79,38.1900,-83.9300,12.80,2.50,Mc,14,,,0.00,TEI,200509054062
2005/09/16 16:59:58.29,43.0833,-71.5258,9.61,1.84,ML,12,181,44,0.50,NE,
2005/09/16 17:00:48.39,43.2407,-71.0955,5.00,1.20,ML,7,222,90,4.89,NE,
2005/10/03 17:37:01.99,43.4382,-71.6550,10.19,1.57,ML,14,165,4,0.25,NE,
2005/10/10 23:22:39.38,42.6460,-71.2857,9.03,1.43,ML,10,202,27,0.26,NE,
2005/10/15 07:02:14.49,41.1387,-74.1547,7.52,1.10,Mc,8,213,19,0.16,LD,200510150702
2005/11/01 02:38:17.45,43.3890,-77.2638,0.08,1.50,Mc,8,271,64,0.24,LD,200511010238
2005/11/10 03:11:58.80,35.8660,-83.5830,24.40,1.50,Mc,14,211,10,0.10,SE,
2005/11/13 11:02:15.33,41.8160,-81.1800,5.00,2.40,ML,26,,,0.00,OTT,200511134042
2005/11/16 19:08:43.74,43.4510,-71.5130,9.94,1.20,ML,10,193,12,0.41,NE,
2005/11/18 07:26:32.30,35.8700,-83.6810,19.20,1.30,Mc,10,198,7,0.10,SE,
2005/11/27 04:02:23.60,35.7610,-83.9560,14.10,1.30,Mc,12,114,24,0.10,SE,
2005/12/09 03:35:46.65,40.9695,-74.3793,4.71,2.10,Mc,26,88,9,0.12,LD,200512090335
2005/12/09 04:31:28.43,40.9672,-74.3772,4.60,1.30,Mc,10,124,9,0.10,LD,200512090431
2005/12/11 05:20:02.83,41.9540,-80.8020,9.97,2.00,Mc,13,141,64,0.11,LD,200512110520
2005/12/28 18:25:30.41,41.0140,-74.3148,3.95,1.20,Mc,10,119,12,0.12,LD,200512281825
2005/12/30 23:24:38.60,37.3660,-80.3430,14.00,2.20,Md,8,262,18,0.20,SE,
2006/01/13 15:32:17.55,41.8000,-81.4500,7.00,2.50,ML,14,,,0.00,OGS,200601134048
2006/01/17 17:49:27.25,42.4985,-71.0955,9.14,1.25,ML,10,232,22,0.26,NE,
2006/02/07 07:06:24.00,36.9400,-83.8090,4.30,2.20,Mc,22,129,50,0.20,SE,
2006/02/17 00:00:30.43,41.1592,-74.5567,8.53,0.90,Mc,4,274,18,0.05,LD,200602170000
2006/02/21 00:31:18.84,41.1632,-74.5540,5.20,1.30,Mc,9,197,18,0.27,LD,200602210031
2006/03/01 19:54:08.07,43.2810,-72.4252,13.68,,Unk,7,226,48,4.37,NE,
2006/03/06 12:04:02.00,36.0690,-82.1860,15.60,1.50,Mc,13,316,119,0.70,SE,
2006/03/07 01:26:23.70,36.1550,-82.2020,22.50,1.60,Mc,14,326,116,0.70,SE,
2006/03/19 06:38:29.49,41.0460,-73.9873,0.08,1.10,Mc,7,219,8,0.05,LD,200603190638
2006/03/21 11:36:09.31,41.0583,-73.9830,0.43,1.30,Mc,10,155,9,0.13,LD,200603211136
2006/03/27 17:24:31.12,41.7902,-81.4470,7.84,2.00,Mc,10,195,98,0.21,LD,200603271724
2006/04/06 12:03:51.41,43.1412,-77.7235,7.36,1.80,Mc,12,131,59,0.15,LD,200604061203
2006/04/06 16:33:16.33,42.7322,-73.4818,5.00,1.30,ML,10,141,15,1.41,NE,
2006/04/09 05:43:22.70,36.2100,-83.6220,18.60,1.40,Mc,13,140,19,0.10,SE,
2006/04/10 05:55:53.07,41.9685,-80.8227,10.00,2.00,Mc,8,185,71,0.44,LD,200604100555
2006/04/10 07:43:06.70,35.6020,-83.9530,20.20,1.60,Mc,20,163,18,0.10,SE,
2006/04/13 14:41:14.44,43.4218,-71.6218,10.09,1.75,ML,11,194,6,0.50,NE,
2006/04/16 17:29:12.35,40.2280,-75.9547,2.00,1.00,Mc,5,178,37,0.39,LD,200604161729
2006/04/17 01:27:03.62,40.2662,-76.0413,2.00,1.20,Mc,6,192,34,0.19,LD,200604170127
2006/04/22 06:58:37.24,42.5858,-72.3693,9.83,0.75,ML,10,138,34,0.46,NE,
2006/05/07 03:48:05.47,43.4587,-79.4648,6.80,2.20,Mc,22,80,37,0.50,LD,200605070348
2006/05/10 09:25:16.20,37.6090,-83.7920,0.00,1.70,Mc,13,330,137,0.30,SE,
2006/05/11 22:37:26.91,43.2917,-71.6048,9.60,1.42,ML,12,178,20,0.51,NE,
2006/05/15 08:25:26.35,40.8615,-74.1517,8.41,2.00,Mc,19,109,18,0.15,LD,200605150825
2006/05/15 16:56:10.66,41.9633,-71.1678,3.36,,Unk,8,276,31,0.46,NE,
2006/05/22 17:26:28.70,36.1040,-83.7470,8.90,1.70,Mc,14,123,13,0.30,SE,
2006/06/14 18:34:21.01,43.4093,-71.6295,5.00,1.50,ML,16,182,7,0.47,NE,
2006/06/24 21:51:30.70,36.3220,-82.3720,11.00,2.50,Mc,18,74,56,0.20,SE,
2006/07/02 15:38:38.30,37.1880,-80.9700,5.20,1.70,ML,7,291,22,0.10,SE,
2006/07/17 23:56:01.93,42.1782,-71.4827,10.00,0.95,ML,8,158,26,0.24,NE,
2006/08/20 05:11:21.86,43.0993,-71.6017,4.09,1.68,ML,11,170,41,0.37,NE,
2006/08/29 19:05:14.60,35.7680,-83.7100,11.80,2.00,Mc,18,86,6,0.10,SE,
2006/10/17 23:54:49.80,36.1020,-80.3080,1.20,1.50,Mc,18,100,124,0.50,SE,
2006/10/18 15:47:29.00,36.1040,-80.3060,2.80,1.30,Mc,16,181,123,0.60,SE,
2006/10/26 13:03:03.61,43.4967,-71.6335,7.15,1.80,ML,22,125,3,0.44,NE,
2006/11/03 15:48:36.20,36.0420,-80.2580,2.10,2.50,ML,11,181,122,0.30,SE,
2006/12/13 19:07:52.87,40.2930,-76.0373,5.88,2.40,Mc,29,129,36,0.19,LD,200612131907
2006/12/25 09:00:22.04,42.8555,-78.8860,7.11,1.40,Mc,10,238,49,0.25,LD,200612250900
2007/01/03 09:08:30.60,41.7460,-80.1448,1.15,2.10,Mc,20,92,11,0.22,LD,200701030908
2007/01/11 05:37:48.71,36.4840,-83.1722,13.59,1.80,Md,12,306,32,0.23,ET,
2007/01/20 17:20:00.87,42.6367,-78.7958,8.28,2.40,Mc,26,70,65,0.20,LD,200701201720
2007/01/26 01:46:08.70,36.6687,-83.4247,20.98,2.30,Md,21,248,38,0.28,ET,
2007/01/27 16:29:56.10,35.5452,-83.9960,19.20,1.50,Md,14,165,10,0.06,ET,
2007/02/03 14:36:48.78,36.0612,-83.8583,4.55,1.30,Md,9,164,11,0.08,ET,
2007/03/08 17:32:37.15,36.3790,-83.4870,8.63,1.70,Md,10,187,6,0.05,ET,
2007/03/14 23:50:39.06,35.8777,-83.9817,18.56,1.90,Md,20,84,29,0.15,ET,
2007/04/03 01:14:37.27,35.8652,-83.1215,17.74,2.20,Md,23,104,50,0.10,ET,
2007/04/08 11:44:52.44,36.6098,-83.8405,18.23,1.80,Md,15,232,27,0.16,ET,
2007/04/11 11:09:10.28,35.7043,-83.9218,15.45,1.30,Md,10,146,25,0.14,ET,
2007/04/14 02:58:27.42,35.8102,-83.9673,16.20,1.40,Md,15,106,26,0.12,ET,
2007/04/20 01:42:11.95,40.2305,-75.8922,7.36,1.60,Mc,28,77,42,0.15,LD,200704200142
2007/05/15 04:19:54.26,40.3108,-76.0295,7.35,2.10,Mc,30,71,38,0.20,LD,200705150419
2007/05/19 13:06:45.90,43.2918,-71.7663,1.99,1.73,ML,9,136,15,0.08,NE,
