EVENTID  ,REPORTER ,STA  ,LAT     ,LON      ,ELEV   ,CHN,DIST  ,BAZ  ,ISCPHASE,REPPHASE,DATE      ,TIME       ,RES  ,TDEF,AMPLITUDE,PER  ,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,AUTHOR   ,TYPE  ,MAG 
   368323,ISC      ,ELF  , 43.1933, -81.3150,  320.0,???, 10.39,317.0,P       ,P       ,1990-05-05,20:51:23.90, -3.1,True,         ,     ,ISC      ,1990-05-05,20:48:54.89, 36.0048, -71.5632, 10.0,      ISC,mb    , 3.7
   365149,ISC      ,AN3  , 40.5486, -83.8122,  326.0,???,  0.55,197.0,Pg      ,P       ,1990-06-04,11:26:59.01,  0.4,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,UTO  , 41.6619, -83.5743,  179.0,???,  0.59,  1.0,Pg      ,P       ,1990-06-04,11:26:58.03, -1.0,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,AN9  , 40.7111, -84.4969,  255.0,???,  0.78,242.0,Pg      ,P       ,1990-06-04,11:27:02.03, -0.8,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  1.61, 74.0,PN      ,P       ,1990-06-04,11:27:15.84, -1.0,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,DLA  , 42.8583, -81.5733,  227.0,???,  2.33, 40.0,PN      ,P       ,1990-06-04,11:27:28.70,  1.5,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,LDN  , 43.0400, -81.1833,  246.0,???,  2.66, 42.0,PN      ,P       ,1990-06-04,11:27:32.01,  0.3,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.58,146.0,PN      ,(P)     ,1990-06-04,11:28:00.00,  0.8,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  5.41,182.0,PN      ,(P)     ,1990-06-04,11:28:10.00, -0.9,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   365149,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  5.42,185.0,PN      ,(P)     ,1990-06-04,11:28:10.00, -1.1,True,         ,     ,ISC      ,1990-06-04,11:26:47.63, 41.0765, -83.5948,  5.0,NEIC;NEIC,mbLg  , 2.5
   359847,ISC      ,BRTN , 36.3567, -82.8678,  630.0,???,  0.56,139.0,Pg      ,PG      ,1990-08-17,21:01:29.88,  0.9,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,LMTN , 35.8868, -83.4098,  610.0,???,  0.90,184.0,Pg      ,PG      ,1990-08-17,21:01:35.54, -0.1,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,ONTN , 36.4815, -84.4433,  635.0,???,  0.95,252.0,P*      ,P       ,1990-08-17,21:01:34.72, -1.3,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,SLTN , 36.4432, -82.1205, 1280.0,???,  1.03,109.0,P*      ,P       ,1990-08-17,21:01:37.01, -0.2,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,ORT  , 35.9095, -84.3048,  370.0,???,  1.18,222.0,P*      ,P       ,1990-08-17,21:01:39.64, -0.3,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  1.18,198.0,P*      ,P       ,1990-08-17,21:01:39.08, -0.2,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  1.33,213.0,PN      ,P       ,1990-08-17,21:01:42.03, -0.2,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,PWV  , 37.3360, -81.0478,  829.0,???,  1.90, 73.0,PN      ,P       ,1990-08-17,21:01:50.06, -0.2,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,WMV  , 37.1085, -80.9705, 1157.0,???,  1.91, 80.0,PN      ,P       ,1990-08-17,21:01:51.00,  0.1,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,NAV  , 37.3167, -80.7931,  610.0,???,  2.09, 75.0,PN      ,PN      ,1990-08-17,21:01:53.00, -0.5,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,HWV  , 37.5906, -80.8408,  521.0,???,  2.14, 67.0,PN      ,PN      ,1990-08-17,21:01:54.60,  0.4,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  2.36, 79.0,PN      ,PN      ,1990-08-17,21:01:57.30, -0.1,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,VWV  , 37.4660, -80.3917,  963.0,???,  2.44, 73.0,PN      ,PN      ,1990-08-17,21:01:59.70,  1.2,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,CBN  , 38.2046, -77.3732,   70.0,???,  4.94, 72.0,PN      ,PN      ,1990-08-17,21:02:40.00,  6.0,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,LDN  , 43.0400, -81.1833,  246.0,???,  6.46, 14.0,P*      ,P*      ,1990-08-17,21:03:10.35,  0.1,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   359847,ISC      ,ELF  , 43.1933, -81.3150,  320.0,???,  6.58, 13.0,P*      ,P*      ,1990-08-17,21:03:11.00, -1.4,True,         ,     ,ISC      ,1990-08-17,21:01:17.70, 36.7843, -83.3253,  7.5, BLA;NEIC,mbLg  , 4.0
   355812,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  2.39,181.0,PN      ,P       ,1990-09-08,00:04:38.04,  0.5,True,         ,     ,ISC      ,1990-09-08,00:03:57.50, 38.0571, -83.7313,  5.0, BLA;NEIC,mbLg  , 3.3
   355812,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  2.42,189.0,PN      ,P       ,1990-09-08,00:04:38.07,  0.4,True,         ,     ,ISC      ,1990-09-08,00:03:57.50, 38.0571, -83.7313,  5.0, BLA;NEIC,mbLg  , 3.3
   355812,ISC      ,NAV  , 37.3167, -80.7931,  610.0,???,  2.45,107.0,PN      ,P       ,1990-09-08,00:04:39.02,  0.5,True,         ,     ,ISC      ,1990-09-08,00:03:57.50, 38.0571, -83.7313,  5.0, BLA;NEIC,mbLg  , 3.3
   355812,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  2.76,107.0,PN      ,P       ,1990-09-08,00:04:43.02,  0.0,True,         ,     ,ISC      ,1990-09-08,00:03:57.50, 38.0571, -83.7313,  5.0, BLA;NEIC,mbLg  , 3.3
   354371,ISC      ,BBD  , 39.3461, -75.6767,   18.0,???,  0.19,209.0,Pg      ,P       ,1990-10-23,01:34:53.03,  0.4,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,NED  , 39.7042, -75.7047,   47.0,???,  0.22,328.0,Pg      ,P       ,1990-10-23,01:34:53.09,  0.4,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,BVD  , 39.7747, -75.4994,   58.0,???,  0.26,  9.0,Pg      ,P       ,1990-10-23,01:34:53.07, -0.5,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,BWD  , 39.7994, -75.5767,   62.0,???,  0.28,356.0,Pg      ,P       ,1990-10-23,01:34:54.03, -0.3,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,GTD  , 38.7414, -75.4144,   15.0,???,  0.78,172.0,P*      ,P       ,1990-10-23,01:35:03.01, -0.6,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,LVNJ , 40.8095, -74.7650,  201.0,???,  1.43, 25.0,PN      ,P       ,1990-10-23,01:35:14.01, -0.4,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,GMTN , 40.8825, -74.1845,  165.0,???,  1.72, 37.0,PN      ,P       ,1990-10-23,01:35:19.06,  0.9,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,PNJ  , 40.9071, -74.1548,   31.0,???,  1.75, 37.0,PN      ,(Pn)    ,1990-10-23,01:35:20.01,  0.9,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,TBR  , 41.1417, -74.2222,  261.0,???,  1.92, 32.0,PN      ,P       ,1990-10-23,01:35:21.05,  0.0,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,NA2  , 38.1279, -77.7401,   99.0,???,  2.20,232.0,PN      ,P       ,1990-10-23,01:35:25.04, -0.2,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,WVLY , 42.4708, -78.5683,  600.0,???,  3.73,323.0,PN      ,P       ,1990-10-23,01:35:47.02, -0.1,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   354371,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.46,240.0,PN      ,P       ,1990-10-23,01:35:58.01,  0.3,True,         ,     ,ISC      ,1990-10-23,01:34:48.61, 39.5160, -75.5536, 10.7, NED;NEIC,MD    , 3.2
   349960,ISC      ,SMTN , 36.3820, -83.1820,  768.0,???,  0.50,196.0,Pg      ,P       ,1990-11-08,10:02:22.24,  0.1,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,CCVA , 36.6030, -83.6670,  571.0,???,  0.59,244.0,Pg      ,P       ,1990-11-08,10:02:23.16, -0.7,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,RICH , 35.9195, -82.8187,  968.0,???,  0.96,171.0,P*      ,P       ,1990-11-08,10:02:30.64, -0.5,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,GFM  , 36.1110, -81.8070, 1726.0,???,  1.23,127.0,P*      ,P       ,1990-11-08,10:02:35.44, -0.3,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,BRBC , 35.7390, -82.2860, 1976.0,???,  1.27,152.0,P*      ,P       ,1990-11-08,10:02:36.36, -0.1,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  1.35,207.0,P*      ,P       ,1990-11-08,10:02:36.86, -1.1,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,PLVA , 36.6673, -81.1582, 1353.0,???,  1.50, 97.0,PN      ,P       ,1990-11-08,10:02:39.00, -1.2,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,RBNC , 35.3570, -82.9860, 1829.0,???,  1.50,179.0,PN      ,P       ,1990-11-08,10:02:40.26,  0.0,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  1.54,219.0,PN      ,P       ,1990-11-08,10:02:40.00, -0.8,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,WSSR , 35.2778, -83.5780, 1390.0,???,  1.65,196.0,PN      ,P       ,1990-11-08,10:02:42.34,  0.0,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,BENN , 35.5650, -81.6610,  878.0,???,  1.70,140.0,PN      ,P       ,1990-11-08,10:02:43.88,  0.9,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,PKNC , 36.0460, -81.1580,  785.0,???,  1.70,118.0,PN      ,P       ,1990-11-08,10:02:43.42,  0.3,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,TRYN , 35.2460, -82.2670,  915.0,???,  1.72,159.0,PN      ,P       ,1990-11-08,10:02:44.06,  0.6,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,NAV  , 37.3167, -80.7931,  610.0,???,  1.83, 75.0,PN      ,P       ,1990-11-08,10:02:44.09,  0.0,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,ETT  , 35.3260, -84.4550,  588.0,???,  1.93,218.0,PN      ,P       ,1990-11-08,10:02:46.48,  0.1,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349960,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  2.10, 80.0,PN      ,P       ,1990-11-08,10:02:49.04,  0.6,True,         ,     ,ISC      ,1990-11-08,10:02:12.11, 36.8648, -83.0106,  1.0,TEIC;NEIC,MD    , 2.7
   349961,ISC      ,SMTN , 36.3820, -83.1820,  768.0,???,  0.51,195.0,Pg      ,P       ,1990-11-08,10:08:38.62,  0.1,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,CCVA , 36.6030, -83.6670,  571.0,???,  0.59,243.0,Pg      ,P       ,1990-11-08,10:08:39.24, -0.9,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,RICH , 35.9195, -82.8187,  968.0,???,  0.97,171.0,P*      ,P       ,1990-11-08,10:08:47.10, -0.5,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,GFM  , 36.1110, -81.8070, 1726.0,???,  1.24,128.0,P*      ,P       ,1990-11-08,10:08:51.58, -0.6,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,BRBC , 35.7390, -82.2860, 1976.0,???,  1.28,152.0,P*      ,P       ,1990-11-08,10:08:52.62, -0.2,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  1.36,207.0,P*      ,P       ,1990-11-08,10:08:53.30, -1.0,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,PLVA , 36.6673, -81.1582, 1353.0,???,  1.50, 98.0,PN      ,P       ,1990-11-08,10:08:55.66, -0.8,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,RBNC , 35.3570, -82.9860, 1829.0,???,  1.52,179.0,PN      ,P       ,1990-11-08,10:08:56.70,  0.0,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  1.55,219.0,PN      ,P       ,1990-11-08,10:08:56.16, -1.0,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,WSSR , 35.2778, -83.5780, 1390.0,???,  1.66,196.0,PN      ,P       ,1990-11-08,10:08:58.60, -0.1,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,BENN , 35.5650, -81.6610,  878.0,???,  1.71,140.0,PN      ,P       ,1990-11-08,10:09:00.14,  0.8,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,PKNC , 36.0460, -81.1580,  785.0,???,  1.71,119.0,PN      ,P       ,1990-11-08,10:08:59.72,  0.3,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,TRYN , 35.2460, -82.2670,  915.0,???,  1.74,159.0,PN      ,P       ,1990-11-08,10:09:00.38,  0.6,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,NAV  , 37.3167, -80.7931,  610.0,???,  1.83, 75.0,PN      ,P       ,1990-11-08,10:09:01.00, -0.1,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,ETT  , 35.3260, -84.4550,  588.0,???,  1.94,217.0,PN      ,P       ,1990-11-08,10:09:02.92,  0.2,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   349961,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  2.10, 80.0,PN      ,P       ,1990-11-08,10:09:05.06,  0.6,True,         ,     ,ISC      ,1990-11-08,10:08:28.30, 36.8785, -83.0128,  1.0,TEIC;NEIC,MD    , 3.2
   347685,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  1.18,243.0,P*      ,P       ,1990-12-17,07:23:08.09,  0.5,True,         ,     ,ISC      ,1990-12-17,07:22:45.91, 42.0270, -80.1284,  5.0,         ,      ,    
   347685,ISC      ,WVLY , 42.4708, -78.5683,  600.0,???,  1.24, 69.0,P*      ,P       ,1990-12-17,07:23:08.06, -0.8,True,         ,     ,ISC      ,1990-12-17,07:22:45.91, 42.0270, -80.1284,  5.0,         ,      ,    
   347685,ISC      ,LDN  , 43.0400, -81.1833,  246.0,???,  1.28,323.0,P*      ,P       ,1990-12-17,07:23:10.20,  0.1,True,         ,     ,ISC      ,1990-12-17,07:22:45.91, 42.0270, -80.1284,  5.0,         ,      ,    
   347685,ISC      ,DLA  , 42.8583, -81.5733,  227.0,???,  1.35,308.0,PN      ,P       ,1990-12-17,07:23:09.48, -2.0,True,         ,     ,ISC      ,1990-12-17,07:22:45.91, 42.0270, -80.1284,  5.0,         ,      ,    
   347685,ISC      ,ELF  , 43.1933, -81.3150,  320.0,???,  1.46,323.0,PN      ,P       ,1990-12-17,07:23:13.62,  0.7,True,         ,     ,ISC      ,1990-12-17,07:22:45.91, 42.0270, -80.1284,  5.0,         ,      ,    
   345431,ISC      ,DLA  , 42.8583, -81.5733,  227.0,???,  1.30,357.0,P*      ,P       ,1991-01-26,03:21:46.50, -0.3,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,LDN  , 43.0400, -81.1833,  246.0,???,  1.50,  8.0,PN      ,P       ,1991-01-26,03:21:50.05,  0.2,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,ELF  , 43.1933, -81.3150,  320.0,???,  1.64,  4.0,PN      ,P       ,1991-01-26,03:21:52.06,  0.7,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,AN7  , 40.8233, -83.8600,  281.0,???,  1.94,249.0,PN      ,P       ,1991-01-26,03:21:57.02,  1.0,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,AN3  , 40.5486, -83.8122,  326.0,???,  2.03,241.0,PN      ,P       ,1991-01-26,03:21:58.00,  0.5,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,AN12 , 40.9214, -84.1822,  226.0,???,  2.14,254.0,PN      ,P       ,1991-01-26,03:21:59.05,  0.5,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,AN1  , 40.4792, -84.1308,  323.0,???,  2.28,243.0,PN      ,P       ,1991-01-26,03:22:02.00,  1.0,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,WVLY , 42.4708, -78.5683,  600.0,???,  2.35, 66.0,PN      ,Pn      ,1991-01-26,03:22:03.07,  1.7,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,AN8  , 40.2444, -84.2864,  302.0,???,  2.50,239.0,PN      ,P       ,1991-01-26,03:22:04.08,  0.6,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,CVL  , 37.9814, -78.4608,  167.0,???,  4.26,146.0,PN      ,P       ,1991-01-26,03:22:27.04, -1.8,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,NAV  , 37.3167, -80.7931,  610.0,???,  4.27,173.0,PN      ,P       ,1991-01-26,03:22:29.02, -0.1,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.41,169.0,PN      ,P       ,1991-01-26,03:22:31.09,  0.5,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,NA2  , 38.1279, -77.7401,   99.0,???,  4.47,139.0,PN      ,P       ,1991-01-26,03:22:32.01, -0.1,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,CBN  , 38.2046, -77.3732,   70.0,???,  4.60,135.0,P*      ,P*      ,1991-01-26,03:22:45.00,  1.8,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,LVNJ , 40.8095, -74.7650,  201.0,???,  5.12, 96.0,PN      ,(P)     ,1991-01-26,03:22:42.00,  0.6,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,GMTN , 40.8825, -74.1845,  165.0,???,  5.54, 95.0,P*      ,P*      ,1991-01-26,03:23:03.06,  4.3,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,PNJ  , 40.9071, -74.1548,   31.0,???,  5.56, 94.0,PN      ,Pn      ,1991-01-26,03:22:47.09,  0.3,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,TKL  , 35.6580, -83.7740,  350.0,???,  6.16,198.0,PN      ,P       ,1991-01-26,03:22:53.08, -2.2,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   345431,ISC      ,GBTN , 35.6660, -84.2110,  326.0,???,  6.26,201.0,PN      ,P       ,1991-01-26,03:22:55.05, -2.0,True,         ,     ,ISC      ,1991-01-26,03:21:22.24, 41.5555, -81.4750,  5.0,      OTT,mn    , 3.7
   338556,ISC      ,GHV  , 37.7942, -78.1073,  107.0,???,  0.23,293.0,Pg      ,P       ,1991-03-15,06:54:12.36,  0.1,True,         ,     ,ISC      ,1991-03-15,06:54:07.58, 37.7043, -77.8392,  4.8, BLA;NEIC,mbLg  , 3.8
   338556,ISC      ,NA12 , 37.9882, -77.8770,  134.0,???,  0.28,353.0,Pg      ,P       ,1991-03-15,06:54:13.54,  0.3,True,         ,     ,ISC      ,1991-03-15,06:54:07.58, 37.7043, -77.8392,  4.8, BLA;NEIC,mbLg  , 3.8
   338556,ISC      ,NA2  , 38.1279, -77.7401,   99.0,???,  0.43, 10.0,Pg      ,P       ,1991-03-15,06:54:16.22,  0.1,True,         ,     ,ISC      ,1991-03-15,06:54:07.58, 37.7043, -77.8392,  4.8, BLA;NEIC,mbLg  , 3.8
