emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
2.63,-80.173,32.932,11,1998,5,4,21,44,8.6,0.211,1.112,SSC|TMP23040
2.77,-78.886,46.725,14,1998,5,7,16,20,16,0.24,1.165,GSC|3.4mn
2.77,-85.919,33.933,2,1998,5,11,1,30,55.2,0.287,1.218,SSC|TMP23052
2.7,-89,36.12,4,1998,5,27,6,4,52,0.29,1.223,SSC|TMP23087
2.88,-80.821,35.479,5,1998,6,5,2,31,1.9,0.24,1.165,PDE|3.20lgGS
3.55,-73.72,44.75,0,1998,6,9,8,53,0,0.353,1.391,SSC|3.55mwa(TblB3
3.28,-84.405,35.926,10,1998,6,17,8,0,23.4,0.24,1.165,PDE|3.60lgGS
2.93,-85.194,34.714,3,1998,6,18,5,9,59.5,0.281,1.208,SSC|TMP23127
3.08,-103.003,42.622,5,1998,6,18,16,26,38.3,0.24,1.165,PDE|3.40lgGS
3.08,-87.954,32.501,5,1998,6,24,15,20,1.3,0.24,1.165,PDE|3.40lgGS
3.08,-93.633,25.016,10,1998,7,6,6,54,3.7,0.24,1.165,PDE|3.4mbneic
2.56,-71.68,43.22,0,1998,7,7,9,41,0,0.371,1.44,SSC|2.56mwa(TblB3
2.88,-97.589,34.719,5,1998,7,7,18,44,44.4,0.24,1.165,PDE|3.20lgGS
2.78,-101.111,43.554,5,1998,7,12,16,28,49.6,0.24,1.165,PDE|3.10lgGS
2.63,-66.142,49.362,0,1998,7,13,14,20,0,0.113,1.034,SSC|2.63mwa(TblB3
2.58,-103.473,35.344,5,1998,7,14,5,38,48.7,0.24,1.165,PDE|2.90lgGS
2.78,-89.52,36.69,13,1998,7,15,4,24,51,0.24,1.165,PDE|3.10lgGS
3.66,-66.618,47.029,0,1998,7,15,7,8,0,0.1,1.027,SSC|3.66mwa(TblB3
2.93,-84.947,34.857,7,1998,7,23,23,11,41.9,0.281,1.208,SSC|TMP23201
3.38,-104.706,48.37,5,1998,7,29,3,31,58.9,0.24,1.165,PDE|3.70lgGS
3.68,-74.72,46.17,12,1998,7,30,8,57,22,0.1,1.027,SLU|3.70mwm(DU)
3.61,-107.19,41.953,10,1998,8,6,18,22,7.1,0.25,1.18,PDE|3.60mlGS
2.62,-84.975,35.495,2,1998,8,12,2,4,29.9,0.294,1.23,SSC|TMP23251
2.7,-87.45,35.012,2,1998,9,3,7,33,6.3,0.29,1.223,SSC|TMP23298
2.55,-90.21,35.77,9,1998,9,5,0,35,2,0.297,1.235,SSC|TMP23302
2.76,-68.641,44.347,0,1998,9,5,5,19,0,0.365,1.424,SSC|2.76mwa(TblB3
2.7,-85.195,34.865,4,1998,9,5,7,16,34.6,0.29,1.223,SSC|TMP23305
2.62,-89.29,36.26,6,1998,9,6,18,35,30,0.294,1.23,SSC|TMP23309
2.58,-80.156,33.094,10,1998,9,11,3,52,57.4,0.212,1.114,SSC|TMP23316
3.08,-87.649,33.298,16,1998,9,13,7,23,21.7,0.276,1.2,SSC|TMP23321
2.96,-67.206,44.924,0,1998,9,16,7,49,0,0.361,1.413,SSC|2.96mwa(TblB3
2.86,-67.586,49.064,0,1998,9,18,21,30,0,0.112,1.034,SSC|2.86mwa(TblB3
4.45,-80.39,41.49,2,1998,9,25,19,52,52,0.1,1.027,SLU|4.47mwm(SRL00)
2.56,-81.466,38.068,0,1998,10,2,10,1,6.9,0.186,1.086,SSC|TMP23360
2.55,-89.54,36.44,9,1998,10,5,22,50,45,0.297,1.235,SSC|TMP23371
2.58,-90.45,35.62,12,1998,10,15,9,47,22,0.24,1.165,PDE|2.90lgGS
2.62,-85.979,33.567,0,1998,10,16,23,42,35.7,0.294,1.23,SSC|TMP23387
3.46,-111.091,36.033,5,1998,10,18,7,13,10.6,0.25,1.18,PDE|3.40mlGS
3.48,-78.367,37.381,13,1998,10,21,5,56,47.2,0.24,1.165,PDE|3.80lgBLA
3.32,-66.88,49.34,0,1998,10,22,9,43,0,0.105,1.03,SSC|3.32mwa(TblB3
2.56,-95.493,35.994,17,1998,10,25,3,48,7.7,0.265,1.183,SSC|TMP23417
3.18,-97.6,36.8,5,1998,10,30,17,41,22.2,0.24,1.165,PDE|3.50lgTUL
2.85,-83.7,36.12,9,1998,10,31,1,12,24.3,0.2,1.112,PDE|2.60mdTVA
2.55,-89.53,36.5,6,1998,11,9,18,36,47,0.297,1.235,SSC|TMP23443
3.08,-109.897,41.672,5,1998,11,10,10,14,15.6,0.25,1.18,PDE|2.90mlGS
3.18,-104.032,48.548,5,1998,11,11,11,59,37.6,0.24,1.165,PDE|3.50lgPGC
2.56,-80.154,33.047,9,1998,11,15,18,48,6.4,0.213,1.115,SSC|TMP23459
3.08,-109.282,40.661,5,1998,11,25,7,1,6,0.25,1.18,PDE|2.90mlGS
2.55,-85.452,34.59,3,1998,12,5,5,46,58.5,0.297,1.235,SSC|TMP23490
2.67,-79.835,52.685,18,1998,12,7,13,37,8,0.24,1.165,GSC|3.3mn
2.78,-77.913,43.827,0,1998,12,25,13,30,0,0.113,1.034,SSC|2.78mwa(TblB3
2.77,-84.043,38.079,10,1999,1,4,8,22,23,0.287,1.218,SSC|TMP23535
2.83,-88.444,35.592,0,1999,1,6,9,26,22.9,0.204,1.105,SSC|TMP23540
2.68,-99.378,38.674,5,1999,1,7,5,16,26.9,0.24,1.165,PDE|3.00lgGS
3.15,-70.979,42.842,0,1999,1,10,10,52,0,0.357,1.402,SSC|3.15mwa(TblB3
2.68,-83.691,36.854,5,1999,1,17,18,38,4.7,0.24,1.165,PDE|3.00lgGS
2.95,-67.092,49.133,0,1999,1,22,4,27,0,0.11,1.033,SSC|2.95mwa(TblB3
2.97,-80.939,49.267,18,1999,2,1,22,22,5.6,0.24,1.165,PDE|3.40lgOTT
2.62,-90.84,35.32,4,1999,2,3,16,59,20,0.294,1.23,SSC|TMP23613
2.55,-97.719,34.79,16,1999,2,13,6,20,56.3,0.297,1.235,SSC|TMP23631
2.58,-89.869,34.104,5,1999,2,25,2,11,29.2,0.24,1.165,PDE|2.90lgGS
3.48,-69.666,44.62,0,1999,2,26,3,38,0,0.1,1.027,SSC|3.48mwa(TblB3
2.55,-89.98,35.87,10,1999,3,8,23,56,59,0.297,1.235,SSC|TMP23673
2.86,-73.826,44.769,0,1999,3,9,12,7,0,0.363,1.418,SSC|2.86mwa(TblB3
2.5,-72.17,40.02,0,1999,3,12,9,58,0,0.109,1.032,SSC|2.50mwa(TblB3
4.37,-66.39,49.65,2,1999,3,16,12,50,48,0.1,1.027,SLU|4.39mwm(DU)
3,-83.832,38.761,0,1999,3,17,3,13,0.4,0.278,1.203,SSC|TMP23742
2.7,-89.61,36.53,9,1999,3,18,8,46,1,0.29,1.223,SSC|TMP23749
2.58,-80.2,33,5,1999,3,29,14,49,36.5,0.24,1.165,PDE|2.90lgGS
2.7,-83.744,36.81,3,1999,3,30,8,48,1.3,0.29,1.223,SSC|TMP23790
3.98,-107.741,41.451,10,1999,4,6,0,41,9.5,0.24,1.165,PDE|4.3mbneic
2.7,-84.822,35.017,11,1999,4,12,6,42,40.3,0.29,1.223,SSC|TMP23829
2.57,-77.85,42.733,3,1999,4,18,3,3,25,0.276,1.2,SSC|TMP23847
3,-87.026,35.092,22,1999,5,13,10,38,59.9,0.2,1.112,PDE|2.80mdTVA
2.68,-94.7,39.1,5,1999,5,13,14,18,22.7,0.24,1.165,PDE|3.00lgGS
2.55,-84.157,37.445,23,1999,5,16,15,40,14.6,0.297,1.235,SSC|TMP23903
2.62,-96.139,34.513,5,1999,5,17,18,20,1.3,0.294,1.23,SSC|TMP23906
2.78,-75.104,46.469,0,1999,6,18,23,19,0,0.113,1.034,SSC|2.78mwa(TblB3
2.55,-89.48,36.2,7,1999,7,6,16,16,1,0.297,1.235,SSC|TMP39571
2.77,-90.76,37.79,5,1999,7,11,13,3,22,0.287,1.218,SSC|TMP24037
2.77,-90.39,37.76,5,1999,7,13,12,58,24,0.287,1.218,SSC|TMP24039
2.55,-89.47,36.2,7,1999,7,18,15,43,35,0.297,1.235,SSC|TMP24053
3.23,-108.459,42.559,5,1999,7,21,2,36,6.9,0.25,1.18,PDE|3.10mlGS
2.96,-68.997,46.571,0,1999,7,27,12,23,0,0.361,1.413,SSC|2.96mwa(TblB3
3,-109.41,40.59,8,1999,7,27,20,13,33,0.25,1.18,PDE|2.80mlSLC
2.85,-87.31,34.45,0,1999,7,31,9,47,1,0.284,1.213,SSC|TMP24086
2.62,-89.69,36.15,10,1999,8,19,1,30,44,0.294,1.23,SSC|TMP24122
3.23,-89.503,36.264,9,1999,8,23,12,12,41.1,0.2,1.112,PDE|3.10mdCERI
2.62,-84.988,34.943,0,1999,8,24,1,48,50.2,0.294,1.23,SSC|TMP24139
3.18,-89.433,41.721,5,1999,9,2,16,17,29.7,0.24,1.165,PDE|3.50lgGS
2.57,-66.013,46.989,5,1999,9,10,13,41,43,0.24,1.165,GSC|3.2mn
2.85,-89.72,36.53,6,1999,9,16,4,37,8,0.284,1.213,SSC|TMP24173
2.57,-66.384,47.612,5,1999,9,22,13,9,20,0.24,1.165,GSC|3.2mn
2.96,-71.504,42.525,0,1999,10,13,10,8,0,0.361,1.413,SSC|2.96mwa(TblB3
2.62,-90.27,35.69,7,1999,10,13,15,59,0,0.294,1.23,SSC|TMP24231
2.77,-91.27,34.76,9,1999,10,20,9,0,3,0.287,1.218,SSC|TMP24249
3.58,-91.02,36.49,19,1999,10,21,8,18,0,0.24,1.165,PDE|3.90lgGS
2.68,-99.659,36.846,26,1999,10,25,23,19,58.3,0.24,1.165,PDE|3.00lgTUL
3.26,-74.304,45.856,0,1999,10,31,20,14,0,0.105,1.03,SSC|3.26mwa(TblB3
2.69,-80.199,32.952,10,1999,11,1,3,2,52,0.291,1.225,SSC|TMP24291
3.54,-105.467,45.512,10,1999,11,3,13,28,52,0.25,1.18,PDE|3.50mlGS
3.23,-107.477,43.479,5,1999,11,9,8,17,41.1,0.25,1.18,PDE|3.10mlGS
2.77,-89.51,36.8,8,1999,11,11,15,5,22,0.287,1.218,SSC|TMP24320
2.55,-85.341,34.849,12,1999,11,12,3,6,33.3,0.297,1.235,SSC|TMP24323
2.55,-84.424,35.453,0,1999,11,20,0,7,29.9,0.297,1.235,SSC|TMP24342
2.7,-98.946,36.22,5,1999,11,22,6,13,22.8,0.29,1.223,SSC|TMP24354
2.85,-92.41,36.34,0,1999,11,26,6,55,0,0.2,1.112,PDE|2.60mdCERI
3,-78.992,43.706,0,1999,11,26,22,33,0,0.109,1.032,SSC|3.00mwa(TblB3
3.12,-78.29,43.71,4,1999,11,26,22,33,1,0.087,1.018,SSC|TMP24376
2.7,-89.82,36.57,5,1999,11,28,8,33,2,0.29,1.223,SSC|TMP24378
2.7,-83.91,36.361,3,1999,11,30,1,27,23.6,0.29,1.223,SSC|TMP24385
3.47,-89.84,51.6,18,1999,12,17,21,0,0,0.24,1.165,PDE|3.90lgOTT
2.77,-83.912,36.375,0,1999,12,19,21,11,13.2,0.287,1.218,SSC|TMP24460
3.25,-69.37,44.94,0,1999,12,25,0,21,0,0.356,1.399,SSC|3.25mwa(TblB3
4.62,-78.92,46.82,12,2000,1,1,6,22,58,0.11,1.029,SSC|TMP24514
3.12,-70.234,44.335,0,2000,1,3,21,5,0,0.103,1.029,SSC|3.12mwa(TblB3
3.31,-110.34,42.1,12,2000,1,8,22,43,37,0.25,1.18,PDE|3.20mlSLC
2.55,-89.41,36.13,9,2000,1,13,17,57,32,0.297,1.235,SSC|TMP24568
2.79,-95.095,34.674,18,2000,1,14,10,39,34.9,0.148,1.054,SSC|TMP24570
3.28,-70.473,44.632,0,2000,1,17,8,16,0,0.101,1.027,SSC|3.28mwa(TblB3
3.18,-83.214,32.993,5,2000,1,18,22,19,31.9,0.24,1.165,PDE|3.50lgGS
2.7,-86.361,35.08,0,2000,1,25,20,35,26.4,0.29,1.223,SSC|TMP24608
2.58,-89.499,36.532,7,2000,1,27,1,1,51.9,0.24,1.165,PDE|2.90lgGS
3.05,-71.182,42.999,0,2000,1,27,14,49,0,0.359,1.407,SSC|3.05mwa(TblB3
4.08,-109.81,41.52,7,2000,1,30,14,46,53,0.1,1.027,SLU|4.10mwm(WEB)
3.15,-106.732,42.24,5,2000,2,1,22,15,45.3,0.25,1.18,PDE|3.00mlGS
3.15,-106.666,40.601,5,2000,2,7,17,24,54.3,0.25,1.18,PDE|3.00mlGS
2.7,-80.5,34.556,0,2000,2,18,3,47,40,0.29,1.223,SSC|TMP24697
3.08,-109.41,40.61,7,2000,2,23,18,10,8,0.25,1.18,PDE|2.90mlSLC
2.62,-84.335,35.664,0,2000,3,4,19,8,25.1,0.294,1.23,SSC|TMP24746
2.65,-76.641,46.544,0,2000,3,20,1,4,0,0.113,1.034,SSC|2.65mwa(TblB3
3,-85.362,34.685,4,2000,3,20,10,0,50.2,0.278,1.203,SSC|TMP24812
2.5,-72.285,46.521,0,2000,4,5,8,19,0,0.114,1.035,SSC|2.50mwa(TblB3
2.51,-84.175,35.458,10,2000,4,10,12,48,15.5,0.267,1.186,SSC|TMP24895
2.58,-105.813,42.409,5,2000,4,13,18,17,31.7,0.24,1.165,PDE|2.9mbneic
3.28,-86.75,39.76,5,2000,4,14,3,54,20,0.24,1.165,PDE|3.60lgSLM
3.6,-74.25,43.95,8,2000,4,20,8,46,55,0.1,1.027,SLU|3.62mwm(DU)
2.58,-88.42,37.69,5,2000,4,28,23,36,26,0.24,1.165,PDE|2.90lgGS
2.7,-87.18,32.73,9,2000,5,7,10,23,45.5,0.29,1.223,SSC|TMP24988
2.7,-89.47,36.25,8,2000,5,13,14,57,16,0.29,1.223,SSC|TMP25011
2.67,-79.099,43.806,18,2000,5,24,10,22,46.2,0.24,1.165,PDE|3.10lgOTT
3.82,-107.56,42.18,12,2000,5,26,21,58,46,0.1,1.027,SLU|3.84mwm(WEB)
2.55,-89.82,36.55,11,2000,5,27,11,53,59,0.297,1.235,SSC|TMP25104
2.68,-87.82,33.809,5,2000,5,28,11,32,7,0.24,1.165,PDE|3.00lgGS
2.7,-84.161,35.552,5,2000,6,4,5,6,47.6,0.29,1.223,SSC|TMP25142
2.62,-89.74,36.12,5,2000,6,12,8,45,47,0.294,1.23,SSC|TMP25180
3.09,-69.762,47.673,0,2000,6,15,9,25,0,0.107,1.031,SSC|3.09mwa(TblB3
3.35,-72.82,42.1,0,2000,6,16,4,2,0,0.355,1.397,SSC|3.35mwa(TblB3
3.15,-109.31,40.69,1,2000,6,20,17,55,46,0.25,1.18,PDE|3.00mlSLC
3.58,-92.75,35.8,0,2000,6,27,1,28,45,0.24,1.165,PDE|3.90lgCERI
2.7,-92.62,35.48,8,2000,6,27,2,6,7,0.29,1.223,SSC|TMP25245
2.78,-88.87,37.13,0,2000,6,27,6,2,0,0.1,1.027,SSC|2.80mwm(TblB2
3.08,-110.17,42.38,12,2000,6,27,15,15,24,0.25,1.18,PDE|2.90mlSLC
2.7,-70.771,46.91,0,2000,6,29,8,15,0,0.113,1.034,SSC|2.70mwa(TblB3
3,-90.87,35.25,16,2000,7,9,8,52,36,0.2,1.112,PDE|2.80mdCERI
3,-83.81,35.88,5,2000,7,11,14,59,47.5,0.2,1.112,PDE|2.80mdTVA
3.48,-71.064,47.562,0,2000,7,12,15,1,0,0.104,1.029,SSC|3.48mwa(TblB3
3,-106.891,40.441,5,2000,7,30,7,46,17.7,0.25,1.18,PDE|2.80mlGS
2.67,-81.264,40.77,29,2000,8,6,2,2,31.5,0.247,1.157,SSC|TMP25431
2.57,-74.462,44.332,0,2000,8,6,6,21,0,0.109,1.032,SSC|2.57mwa(TblB3
3.45,-74.972,46.194,0,2000,8,6,8,52,0,0.104,1.029,SSC|3.45mwa(TblB3
2.62,-85.253,34.912,0,2000,8,9,11,30,47.9,0.294,1.23,SSC|TMP25456
2.6,-80.179,33.016,7,2000,8,10,23,54,13,0.272,1.194,SSC|TMP25462
2.55,-90.09,35.81,6,2000,8,11,3,7,22,0.297,1.235,SSC|TMP25463
3.58,-101.814,35.39,5,2000,8,17,1,8,5.4,0.24,1.165,PDE|3.90lgGS
2.93,-79.947,37.186,10,2000,8,18,10,9,55.1,0.2,1.112,PDE|2.70mdBLA
3.31,-108.26,42.554,5,2000,8,19,2,55,43.7,0.25,1.18,PDE|3.20mlGS
2.76,-73.634,41.674,0,2000,8,22,5,45,0,0.365,1.424,SSC|2.76mwa(TblB3
3.58,-91.106,36.492,8,2000,8,22,20,12,14,0.24,1.165,PDE|3.90lgCERI
2.58,-90.33,37.32,2,2000,8,30,16,10,41,0.24,1.165,PDE|2.90lgGS
2.77,-87.31,31.535,3,2000,9,5,14,17,14.9,0.287,1.218,SSC|TMP25584
2.77,-87.86,32.121,0,2000,9,5,14,21,14.4,0.287,1.218,SSC|TMP25585
3.25,-69.519,44.404,0,2000,9,7,10,7,0,0.356,1.399,SSC|3.25mwa(TblB3
2.77,-84.351,35.962,21,2000,9,8,10,10,38.4,0.287,1.218,SSC|TMP25596
2.85,-85.735,35.132,6,2000,9,9,23,47,27.7,0.284,1.213,SSC|TMP25603
2.93,-85.296,34.675,0,2000,9,14,16,5,22,0.281,1.208,SSC|TMP25626
2.7,-80.151,33.01,5,2000,9,22,4,25,16.5,0.29,1.223,SSC|TMP25668
2.72,-82.415,35.049,2,2000,9,23,3,20,47.2,0.208,1.109,SSC|TMP25674
2.62,-70.032,47.465,0,2000,9,27,12,42,0,0.113,1.034,SSC|2.62mwa(TblB3
2.77,-90.761,36.772,4,2000,10,1,11,13,56,0.2,1.112,PDE|2.50mdCERI
4.57,-78.42,46.82,0,2000,10,1,11,22,58,0.247,1.157,SSC|TMP25704
2.77,-89.59,36.6,9,2000,10,3,15,10,24,0.287,1.218,SSC|TMP25715
3,-74.019,45.097,0,2000,10,6,13,59,0,0.109,1.032,SSC|3.00mwa(TblB3
2.77,-80.92,38.636,17,2000,10,16,17,56,13.8,0.287,1.218,SSC|TMP25772
2.62,-84.202,35.717,18,2000,10,21,18,36,0.5,0.294,1.23,SSC|TMP25795
2.7,-89.74,36.12,8,2000,11,4,19,21,47,0.29,1.223,SSC|TMP25849
2.55,-87.881,35.514,0,2000,11,6,3,39,50.8,0.297,1.235,SSC|TMP25856
3.15,-107.693,43.437,5,2000,11,8,2,16,49.9,0.25,1.18,PDE|3.00mlGS
2.55,-89.45,36.28,6,2000,11,9,5,32,49,0.297,1.235,SSC|TMP25885
2.5,-75.3,45.737,0,2000,11,10,7,40,0,0.114,1.035,SSC|2.50mwa(TblB3
3.69,-109.23,40.28,5,2000,11,11,21,17,53,0.25,1.18,PDE|3.70mlSLC
2.7,-82.811,38.524,0,2000,11,24,6,45,27.1,0.29,1.223,SSC|TMP25948
3.08,-107.291,39.269,5,2000,12,5,4,33,41.6,0.25,1.18,PDE|2.90mlGS
3.68,-87.66,37.973,5,2000,12,7,14,8,49.4,0.24,1.165,PDE|4.00lgSLM
3.88,-90.171,28.027,10,2000,12,9,6,46,9.1,0.24,1.165,PDE|4.2mbneic
3.07,-65.975,49.322,18,2000,12,14,6,44,8,0.24,1.165,GSC|3.7mn
3.58,-101.8,35.4,5,2000,12,16,22,8,54,0.24,1.165,PDE|3.90lgGS
2.55,-83.952,35.548,10,2001,1,2,4,45,59.5,0.297,1.235,SSC|TMP26085
2.81,-71.66,43.52,7,2001,1,7,19,59,44.2,0.275,1.198,SSC|TMP26107
2.53,-74.97,45.94,0,2001,1,14,11,3,0,0.114,1.035,SSC|2.53mwa(TblB3
2.62,-84.214,35.419,9,2001,1,14,11,46,10.5,0.294,1.23,SSC|TMP26142
2.55,-83.526,35.535,17,2001,1,20,11,29,54.9,0.297,1.235,SSC|TMP26179
2.77,-77.394,42.345,0,2001,2,3,20,15,15,0.24,1.165,PDE|3.20lgPAL
2.52,-75.005,46.046,0,2001,2,6,14,44,0,0.114,1.035,SSC|2.52mwa(TblB3
2.55,-84.798,35.358,11,2001,2,17,11,5,26.4,0.297,1.235,SSC|TMP26332
2.68,-92.66,33.19,5,2001,3,3,10,46,13,0.24,1.165,PDE|3.00lgSLM
2.88,-84.81,35.51,6,2001,3,7,17,12,25,0.24,1.165,PDE|3.20lgGS
2.8,-80.154,33.04,6,2001,3,11,11,32,6.6,0.205,1.106,SSC|TMP26427
3.28,-89.029,28.361,10,2001,3,16,4,39,7.6,0.24,1.165,PDE|3.6mbneic
2.98,-89.42,28.31,10,2001,3,16,5,36,41.7,0.244,1.153,SSC|TMP26450
3.16,-76.277,47.045,0,2001,3,19,10,40,0,0.106,1.03,SSC|3.16mwa(TblB3
3.31,-85.439,34.857,3,2001,3,21,23,35,35,0.2,1.112,PDE|3.20mdTVA
3.79,-63.348,50.033,0,2001,3,24,11,57,0,0.105,1.03,SSC|3.79mwa(TblB3
2.78,-93.327,37.933,5,2001,3,30,17,13,55.6,0.24,1.165,PDE|3.10lgGS
2.69,-84.481,35.508,18,2001,3,30,22,1,12.3,0.267,1.186,SSC|TMP26520
2.93,-89.43,36.21,10,2001,4,2,3,5,51,0.2,1.112,PDE|2.70mdCERI
2.62,-84.303,35.633,5,2001,4,5,23,20,33.3,0.294,1.23,SSC|TMP26549
2.7,-87.25,33.768,0,2001,4,9,3,36,47.6,0.29,1.223,SSC|TMP26561
2.88,-76.95,46.91,0,2001,4,11,21,30,0,0.112,1.034,SSC|2.88mwa(TblB3
2.97,-76.095,47.053,18,2001,4,11,21,30,50,0.24,1.165,GSC|3.6mn
3.15,-83.34,36.53,0,2001,4,13,16,36,20.7,0.2,1.112,PDE|3.00mdTVA
2.85,-86.237,33.268,5,2001,4,15,15,35,37.3,0.284,1.213,SSC|TMP26597
2.77,-84.13,35.24,4,2001,4,23,3,38,38,0.2,1.112,PDE|2.50mdTVA
2.6,-80.164,32.931,11,2001,4,28,7,27,43.3,0.212,1.114,SSC|TMP26664
2.62,-86.712,34.489,4,2001,5,2,17,4,9.4,0.294,1.23,SSC|TMP26697
4.32,-92.19,35.19,5,2001,5,4,6,42,12,0.1,1.027,SLU|4.34mwm(WEB)
2.93,-83.838,36.045,0,2001,5,17,6,43,48.5,0.281,1.208,SSC|TMP26813
3.43,-69.92,47.66,0,2001,5,22,0,31,0,0.104,1.029,SSC|3.43mwa(TblB3
2.55,-82.501,34.219,0,2001,5,23,7,19,42.4,0.297,1.235,SSC|TMP26845
2.7,-89.32,36.24,13,2001,5,23,10,56,32,0.29,1.223,SSC|TMP26846
2.98,-103.141,32.334,5,2001,6,2,1,55,53.7,0.24,1.165,PDE|3.30lgGS
2.98,-79.885,30.226,10,2001,6,11,18,27,54.2,0.24,1.165,PDE|3.30lgGS
2.57,-80.16,32.918,8,2001,6,12,10,49,16.3,0.213,1.115,SSC|TMP26991
2.76,-76.361,47.005,0,2001,6,12,16,45,0,0.113,1.034,SSC|2.76mwa(TblB3
2.62,-85.885,34.862,0,2001,6,21,19,37,49,0.294,1.23,SSC|TMP27064
2.77,-77.824,38.46,5,2001,6,25,23,4,48.2,0.287,1.218,SSC|TMP27089
2.64,-80.174,32.958,8,2001,6,27,4,36,52.4,0.211,1.112,SSC|TMP27098
2.53,-82.929,34.955,6,2001,6,28,22,4,25.5,0.298,1.237,SSC|TMP27107
2.77,-83.361,35.45,0,2001,7,7,10,43,53.3,0.287,1.218,SSC|TMP27159
2.68,-89.396,36.279,14,2001,7,7,20,45,42.7,0.24,1.165,PDE|3.00lgGS
2.85,-86.8,35.88,0,2001,7,8,3,5,11.1,0.2,1.112,PDE|2.60mdTVA
2.74,-80.179,32.958,8,2001,7,22,19,5,6.9,0.207,1.108,SSC|TMP27261
3.23,-105.129,39.022,5,2001,7,22,19,22,45.5,0.25,1.18,PDE|3.10mlGS
2.68,-97,37.7,5,2001,7,24,14,2,35,0.24,1.165,PDE|3.00lgGS
2.88,-83.575,35.932,5,2001,7,26,5,26,44.7,0.24,1.165,PDE|3.20lgGS
2.77,-89.43,36.17,9,2001,7,27,0,48,34,0.287,1.218,SSC|TMP27291
2.77,-89.54,36.45,9,2001,7,31,13,23,35,0.287,1.218,SSC|TMP27318
2.78,-93.213,34.292,5,2001,8,4,1,13,25.3,0.24,1.165,PDE|3.10lgGS
2.55,-89.81,36.06,9,2001,8,4,23,0,13,0.297,1.235,SSC|TMP27347
2.77,-84.926,34.69,0,2001,8,9,11,31,59.3,0.287,1.218,SSC|TMP27370
3.92,-107.378,39.66,5,2001,8,9,22,38,54.5,0.25,1.18,PDE|4.00mlGS
2.55,-89.62,36.57,8,2001,8,13,5,47,34,0.297,1.235,SSC|TMP27397
2.93,-87.398,37.806,19,2001,8,15,8,50,2.6,0.281,1.208,SSC|TMP27411
2.63,-82.469,34.325,0,2001,8,17,5,59,44.8,0.211,1.112,SSC|TMP27424
2.55,-89.5,36.33,8,2001,8,25,23,24,11,0.297,1.235,SSC|TMP27494
2.77,-107.104,39.431,5,2001,8,26,21,11,58.3,0.25,1.18,PDE|2.50mlGS
2.55,-87.158,34.541,4,2001,8,29,10,17,19.4,0.297,1.235,SSC|TMP27523
2.7,-88.96,36.14,17,2001,9,2,0,46,54,0.29,1.223,SSC|TMP27552
2.53,-98.818,34.898,5,2001,9,2,22,48,42.3,0.149,1.055,SSC|TMP27556
2.77,-78.231,37.369,5,2001,9,3,2,5,57.9,0.287,1.218,SSC|TMP27557
2.55,-84.663,34.9,0,2001,9,6,15,52,50.2,0.297,1.235,SSC|TMP27580
2.62,-89.59,36.5,11,2001,9,9,12,51,15,0.294,1.23,SSC|TMP27600
3.11,-63.329,50.644,0,2001,9,16,6,20,0,0.107,1.031,SSC|3.11mwa(TblB3
2.55,-89.43,36.09,10,2001,9,20,21,41,10,0.297,1.235,SSC|TMP27683
2.88,-78.396,38.026,2,2001,9,22,16,1,20.5,0.24,1.165,PDE|3.20lgBLA
2.57,-82.262,45.871,5,2001,9,24,4,24,18,0.24,1.165,GSC|3.2mn
3.98,-110.051,43.459,5,2001,9,27,22,5,21.7,0.24,1.165,PDE|4.3mbneic
2.84,-80.115,32.981,8,2001,10,1,12,0,35.3,0.204,1.105,SSC|TMP27744
3.05,-71.826,44.287,0,2001,10,2,23,40,0,0.359,1.407,SSC|3.05mwa(TblB3
2.86,-73.97,40.89,0,2001,10,27,5,42,0,0.363,1.418,SSC|2.86mwa(TblB3
2.77,-84.911,35.22,0,2001,10,29,21,47,0.7,0.287,1.218,SSC|TMP27883
2.55,-97.64,34.781,5,2001,11,9,22,4,3,0.173,1.074,SSC|TMP27965
2.98,-100.208,39.996,5,2001,11,13,1,56,13.1,0.24,1.165,PDE|3.30lgGS
2.55,-89.69,36.15,11,2001,11,18,4,25,59,0.297,1.235,SSC|TMP28022
2.78,-102.631,31.786,5,2001,11,22,0,7,8,0.24,1.165,PDE|3.10lgGS
2.7,-84.666,35.222,2,2001,11,28,6,27,17.8,0.29,1.223,SSC|TMP28079
2.55,-89.72,36.15,8,2001,11,29,1,55,25,0.297,1.235,SSC|TMP28083
2.78,-107.117,52.168,5,2001,11,29,7,35,26.3,0.24,1.165,PDE|3.10lgPGC
2.77,-84.337,35.384,0,2001,12,1,21,18,22,0.287,1.218,SSC|TMP28104
2.78,-80.752,37.726,9,2001,12,4,21,15,13.9,0.244,1.153,SSC|TMP28112
2.55,-84.05,35.685,11,2001,12,5,13,7,40,0.297,1.235,SSC|TMP28116
3.58,-86.245,34.735,5,2001,12,8,1,8,21.5,0.24,1.165,PDE|3.90lgGS
3.05,-80.149,32.934,6,2001,12,23,5,57,41.7,0.198,1.098,SSC|TMP28213
2.98,-76.494,46.872,0,2001,12,24,16,58,0,0.11,1.033,SSC|2.98mwa(TblB3
2.66,-68.16,45.04,0,2001,12,27,20,54,0,0.368,1.432,SSC|2.66mwa(TblB3
