emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
2.97,-70.09,47.62,9,1975,11,25,23,29,14,0.46,1.752,PDE|2.90mlOTT
3.18,-97.42,34.68,14,1975,11,29,14,29,44.9,0.24,1.165,NCE|3.5lg
3.08,-81,29.2,0,1975,12,4,11,57,0,0.25,1.18,NCE|2.9ml
2.98,-94.62,38.24,0,1975,12,4,18,59,59.9,0.24,1.165,SRA|3.30mnSLM
2.62,-89.91,35.99,5,1975,12,18,9,11,32.8,0.294,1.23,SSC|TMP08109
3.45,-78.89,47.01,0,1975,12,19,15,25,0.1,0.24,1.165,NCE|3.6lg
3.54,-107.649,42.849,0,1975,12,19,23,26,19.5,0.25,1.18,PDE|3.50mlERDA
2.77,-110.65,39.49,7,1975,12,20,6,31,5.9,0.2,1.112,SRA|2.50mdUU
2.55,-90.06,36.52,5,1975,12,24,18,12,28.8,0.297,1.235,SSC|TMP08119
4.68,-108.341,35.844,25,1976,1,5,6,23,32.9,0.24,1.165,PDE|5.0mbneic
2.61,-76.11,46.874,18,1976,1,13,21,15,0,0.141,1.049,SSC|TMP08149
3.08,-92.16,35.9,7,1976,1,16,19,42,56.9,0.24,1.165,NCE|3.4lg
3.48,-83.86,36.87,1,1976,1,19,6,20,39.6,0.24,1.165,NCE|3.8lg
3,-103.071,31.9,1,1976,1,22,7,21,57,0.2,1.112,PDE|2.80mdGS
2.98,-100.087,31.9,4,1976,1,25,4,48,28.5,0.24,1.165,SRA|3.30mnDG
2.62,-107.22,41.95,5,1976,1,27,10,54,38.7,0.25,1.18,SRA|2.30mlGS
2.68,-75.614,46.136,10,1976,2,2,14,44,0,0.141,1.049,SSC|TMP08174
3.25,-82.67,41.96,10,1976,2,2,21,14,2,0.24,1.165,PDE|3.40lgOTT
3.25,-83.73,41.88,5,1976,2,2,21,14,2.3,0.24,1.165,NCE|3.4lg
3.28,-84.7,34.97,14,1976,2,4,19,53,53,0.24,1.165,NCE|3.6lg
3.05,-70.34,41.42,0,1976,3,4,16,20,0,0.359,1.407,SSC|3.05mwa(TblB3
2.63,-64.966,46.778,18,1976,3,8,18,8,0,0.156,1.06,SSC|TMP08209
3.25,-71.2,41.6,0,1976,3,11,8,29,0,0.356,1.399,SSC|3.25mwa(TblB3
3.25,-70,41.7,0,1976,3,14,23,12,0,0.356,1.399,SSC|3.25mwa(TblB3
2.68,-95.6,35.43,5,1976,3,16,7,39,45.3,0.5,1.94,NCE|io=04.0
2.62,-89.74,37.65,5,1976,3,18,19,40,22.1,0.294,1.23,SSC|TMP08225
3.18,-104.27,49.39,5,1976,3,25,0,12,16,0.24,1.165,NCE|3.5lg
4.58,-90.48,35.59,12,1976,3,25,0,41,20,0.125,1.042,SLU|4.62mwm(JGR79)
3.15,-67.86,49.34,18,1976,3,29,21,23,27,0.24,1.165,NCE|3.3mn
2.63,-79.742,33.294,10,1976,4,6,21,42,35.9,0.211,1.112,SSC|TMP08245
2.68,-86.7,39.3,0,1976,4,8,7,38,53,0.24,1.165,NCE|3.0mb
2.55,-88.88,37.12,5,1976,4,8,16,28,17.8,0.297,1.235,SSC|TMP08250
3.25,-74,40.8,0,1976,4,13,15,39,0,0.356,1.399,SSC|3.25mwa(TblB3
2.98,-87.31,37.38,4,1976,4,15,7,3,34.4,0.24,1.165,NCE|3.3lg
3.18,-99.79,36.04,8,1976,4,19,4,42,46.9,0.24,1.165,NCE|3.5lg
3.54,-109.1,35.39,5,1976,4,19,23,35,45.5,0.25,1.18,SRA|3.50mlGS
2.77,-103.1,32.21,0,1976,4,21,8,40,7.4,0.2,1.112,SRA|2.50mdRO
2.55,-89.52,37.29,5,1976,4,23,22,22,41.5,0.297,1.235,SSC|TMP08268
2.65,-74.63,44.58,1,1976,4,28,21,32,43.9,0.24,1.165,SRA|2.80mnPAL
3.15,-103.14,32.27,0,1976,5,1,11,13,40.8,0.2,1.112,SRA|3.00mdRO
2.95,-73.9,49.56,18,1976,5,5,3,1,4,0.24,1.165,NCE|3.1mn
2.68,-79.9,39.6,0,1976,5,6,18,46,8.1,0.5,1.94,NCE|io=04.0
2.66,-71,41.5,0,1976,5,10,1,34,0,0.368,1.432,SSC|2.66mwa(TblB3
2.65,-73.8,40.48,1,1976,5,11,13,18,14.4,0.24,1.165,SRA|2.80mnPAL
3.15,-68.62,49.84,3,1976,5,15,21,6,52,0.24,1.165,NCE|3.3mn
2.61,-70.312,47.447,10,1976,5,20,14,55,0,0.141,1.049,SSC|TMP08298
2.77,-109.04,35.47,5,1976,5,20,19,43,21.9,0.25,1.18,SRA|2.50mlGS
2.88,-89.83,36.03,9,1976,5,22,7,40,46.1,0.24,1.165,NCE|3.2lg
3.15,-104.02,37.41,5,1976,5,30,1,43,37.3,0.25,1.18,SRA|3.00mlGS
2.98,-81.6,37.34,1,1976,6,19,5,54,13.4,0.24,1.165,NCE|3.3lg
2.7,-90.5,37.14,5,1976,6,19,5,57,40.9,0.29,1.223,SSC|TMP08331
3.54,-103.28,35.62,0,1976,6,24,15,27,32,0.25,1.18,NCE|3.5ml
3.15,-72.5,39.8,0,1976,6,26,19,45,0,0.357,1.402,SSC|3.15mwa(TblB3
2.62,-70.374,47.443,10,1976,7,11,5,15,0,0.173,1.074,SSC|TMP08345
2.95,-74.1,45.18,9,1976,7,13,3,51,14,0.24,1.165,NCE|3.1mn
2.62,-88.96,36.9,5,1976,7,27,14,54,10.7,0.294,1.23,SSC|TMP08357
3.23,-110.3,40.75,7,1976,7,30,22,19,0.2,0.2,1.112,SRA|3.10mdUU
2.58,-70.087,47.69,10,1976,8,3,2,57,0,0.141,1.049,SSC|TMP08364
3.15,-103.02,31.57,0,1976,8,5,18,53,9,0.25,1.18,SRA|3.00mlNMI
3.46,-106.569,45.029,5,1976,8,10,13,54,57.5,0.25,1.18,PDE|3.40mlGS
2.55,-90.41,35.03,5,1976,8,21,7,31,1,0.297,1.235,SSC|TMP08380
4.48,-106.154,44.041,10,1976,9,3,4,18,16.2,0.24,1.165,PDE|4.8mbneic
2.62,-89.69,36.16,5,1976,9,8,2,49,28,0.294,1.23,SSC|TMP08394
2.98,-80.77,36.62,9,1976,9,13,18,54,38,0.24,1.165,NCE|3.3lg
2.83,-81.389,33.146,2,1976,9,15,5,15,35.1,0.204,1.105,SSC|TMP08401
3.15,-103.1,32.21,0,1976,9,17,2,47,45.4,0.2,1.112,SRA|3.00mdRO
2.78,-102.5,31.4,0,1976,9,17,3,56,29,0.244,1.153,SSC|TMP08405
3.25,-67.1,49.36,18,1976,9,18,0,40,32,0.24,1.165,NCE|3.4mn
3.18,-90.47,35.58,8,1976,9,25,14,6,55.8,0.24,1.165,NCE|3.5lg
2.55,-91.4,36.2,15,1976,9,30,18,48,43.4,0.297,1.235,SSC|TMP08416
3.54,-106.57,45.03,0,1976,10,8,13,54,0,0.25,1.18,SRA|3.50mlMMT
2.65,-73.89,44.69,1,1976,10,20,23,42,8.4,0.24,1.165,SRA|2.80mnPAL
2.68,-97.06,35.38,5,1976,10,22,17,15,50.5,0.24,1.165,NCE|3.0lg
2.68,-97.06,36.38,0,1976,10,22,17,15,50.5,0.24,1.165,SRA|3.00mnTUL
3.05,-78.05,48.16,18,1976,10,22,18,50,56,0.46,1.752,NCE|3.0ml
2.78,-88.98,32,10,1976,10,23,0,40,59.2,0.24,1.165,NCE|3.1lg
4.05,-69.78,47.82,18,1976,10,23,20,58,18,0.24,1.165,NCE|4.2mn
2.85,-75.96,47.11,18,1976,11,6,6,9,29,0.24,1.165,NCE|3.0mn
2.85,-101.99,50.82,5,1976,11,7,12,27,15,0.24,1.165,NCE|3.0mn
2.7,-90.46,35.66,5,1976,11,14,11,39,46,0.29,1.223,SSC|TMP08480
2.77,-111.35,38.66,7,1976,11,19,22,9,26.2,0.2,1.112,SRA|2.50mdUU
2.77,-110.25,40.73,7,1976,11,19,23,44,43.6,0.2,1.112,SRA|2.50mdUU
3.88,-91.04,38.1,0,1976,12,11,7,5,1.1,0.24,1.165,NCE|4.2lg
3.18,-90.26,37.81,9,1976,12,13,8,35,55.1,0.24,1.165,NCE|3.5lg
2.77,-72.986,49.287,18,1976,12,16,17,26,0,0.223,1.126,SSC|TMP08519
2.58,-95.73,34.92,5,1976,12,19,8,26,36.7,0.24,1.165,SRA|2.90mnTUL
3.08,-103.08,32.259,1,1976,12,19,23,56,46.5,0.2,1.112,SRA|2.90mdRO
3.38,-82.5,32.06,14,1976,12,27,6,57,15.2,0.24,1.165,NCE|3.7lg
2.77,-111.17,38.35,7,1976,12,28,21,34,47.1,0.2,1.112,SRA|2.50mdUU
3.28,-89.71,37.58,5,1977,1,3,22,56,48.5,0.24,1.165,NCE|3.6lg
2.71,-75.556,47.257,18,1977,1,8,5,5,0,0.141,1.049,SSC|TMP08547
2.68,-80.17,33.06,1,1977,1,18,18,29,14.1,0.24,1.165,NCE|3.0lg
2.55,-74.33,39.97,6,1977,1,21,20,50,44.5,0.24,1.165,SRA|2.70mnPAL
2.62,-89.78,37.55,5,1977,1,23,21,3,15.3,0.294,1.23,SSC|TMP08559
2.62,-89.58,36.53,1,1977,1,29,22,8,37.8,0.294,1.23,SSC|TMP08563
3.22,-66.7,46.8,0,1977,2,6,9,1,0,0.157,1.061,SSC|TMP08570
2.61,-66.324,46.685,18,1977,2,13,22,55,0,0.141,1.049,SSC|TMP08582
2.95,-70.42,47.54,8,1977,2,14,0,35,4.1,0.24,1.165,NCE|3.1mn
2.55,-89.51,36.15,5,1977,2,17,8,34,0.8,0.297,1.235,SSC|TMP08588
3.08,-88.4,39.17,5,1977,2,28,23,48,18.8,0.276,1.2,SSC|TMP08592
3.88,-107.147,41.242,5,1977,3,3,17,50,28,0.24,1.165,PDE|4.2mbneic
2.75,-79.7,47.3,0,1977,3,3,19,46,0,0.245,1.154,SSC|TMP08596
4.28,-108.286,35.915,22,1977,3,5,3,0,54.7,0.24,1.165,PDE|4.6mbneic
2.58,-89.55,36.49,9,1977,3,28,11,17,14.6,0.24,1.165,SRA|2.90mnSLM
3.35,-80.18,32.95,8,1977,3,30,8,27,47.8,0.5,1.94,NCE|io=05.0
2.76,-70.4,41.1,0,1977,4,6,20,31,0,0.365,1.424,SSC|2.76mwa(TblB3
3.08,-103.07,32.23,2,1977,4,7,5,45,39.4,0.2,1.112,SRA|2.90mdRO
2.98,-103.1,31.9,0,1977,4,26,9,3,7,0.24,1.165,NCE|3.3mb
2.62,-90.16,35.8,10,1977,4,26,17,57,24.9,0.294,1.23,SSC|TMP08635
2.65,-69.9,47.5,0,1977,5,2,22,41,0,0.245,1.154,SSC|TMP08641
2.98,-88.44,31.96,0,1977,5,4,2,0,24.3,0.24,1.165,NCE|3.3lg
2.55,-91.2,35.98,5,1977,5,13,1,29,2.2,0.297,1.235,SSC|TMP08648
2.85,-87.74,34.44,5,1977,5,29,16,4,28.4,0.284,1.213,SSC|TMP08657
3.28,-94.17,34.56,10,1977,6,2,23,29,10.6,0.24,1.165,NCE|3.6lg
2.93,-81.41,33.05,4,1977,6,5,0,42,29.7,0.2,1.112,SRA|2.70mdTAR
2.88,-84.71,40.71,1,1977,6,17,15,39,46.9,0.24,1.165,NCE|3.2lg
2.95,-70.16,47.77,8,1977,6,20,5,5,54.7,0.24,1.165,NCE|3.1mn
2.55,-80.159,32.989,4,1977,6,22,20,43,39.5,0.214,1.116,SSC|TMP08702
2.62,-91.03,36.67,5,1977,6,29,5,32,15.4,0.294,1.23,SSC|TMP08706
2.86,-70.1,42.9,0,1977,7,1,15,53,0,0.363,1.418,SSC|2.86mwa(TblB3
2.55,-89.38,39.71,9,1977,7,11,12,34,37.6,0.297,1.235,SSC|TMP08724
3.25,-74.38,46.04,4,1977,7,14,7,39,29.8,0.24,1.165,NCE|3.4mn
2.68,-102.7,31.8,0,1977,7,22,4,1,10,0.244,1.153,SSC|TMP08737
3.18,-84.41,35.42,5,1977,7,27,22,3,20.8,0.24,1.165,NCE|3.5lg
2.78,-80.7,33.37,9,1977,8,4,4,20,7.7,0.24,1.165,NCE|3.1lg
2.62,-91.13,36.07,5,1977,8,6,12,50,4.1,0.294,1.23,SSC|TMP08748
3.75,-67.05,49.77,18,1977,8,8,23,8,40,0.24,1.165,NCE|3.9mn
2.77,-98.47,41.41,5,1977,8,18,10,34,26.6,0.2,1.112,SRA|2.50mdKGS
2.55,-89.74,36.12,5,1977,8,18,20,25,59.8,0.297,1.235,SSC|TMP08770
2.7,-80.161,32.937,7,1977,8,23,13,44,59.6,0.208,1.109,SSC|TMP08773
2.78,-80.69,33.39,0,1977,8,25,4,20,7,0.24,1.165,NCE|3.1mb
2.77,-82.927,34.982,0,1977,9,7,14,41,32.7,0.2,1.112,SRA|2.50mdCSC
2.62,-91.5,35.68,10,1977,9,20,10,15,0.6,0.294,1.23,SSC|TMP08797
2.62,-89.88,36.06,5,1977,9,23,15,32,22.4,0.294,1.23,SSC|TMP08798
3.68,-107.311,39.309,5,1977,9,24,11,16,48.4,0.24,1.165,PDE|4.0mbneic
3.45,-73.9,44.4,0,1977,9,28,17,21,0,0.354,1.394,SSC|3.45mwa(TblB3
2.55,-90.65,36.63,10,1977,9,28,20,27,29.2,0.297,1.235,SSC|TMP08807
4.68,-110.436,40.518,5,1977,9,30,10,19,21,0.24,1.165,PDE|5.0mbneic
3.15,-69.06,45.16,0,1977,10,2,5,51,0,0.357,1.402,SSC|3.15mwa(TblB3
3.16,-89.35,36.24,5,1977,10,4,5,36,20.9,0.273,1.195,SSC|TMP08813
2.57,-66.866,49.948,18,1977,10,4,7,32,0,0.173,1.074,SSC|TMP08815
2.55,-89.81,36.06,10,1977,10,13,5,24,57.9,0.297,1.235,SSC|TMP08823
2.85,-73.82,46.52,1,1977,10,16,21,29,19.1,0.24,1.165,NCE|3.0mn
2.85,-67.05,47,18,1977,10,24,18,9,12,0.24,1.165,NCE|3.0mn
2.62,-89.47,36.45,5,1977,10,25,19,22,29.7,0.294,1.23,SSC|TMP08834
2.55,-87.1,47.1,0,1977,10,26,23,14,32,0.24,1.165,SRA|2.70mnFRN
3.08,-89.276,33.833,5,1977,11,4,11,21,7,0.333,1.342,PDE|3.40ukSLM
2.85,-75.15,46.27,5,1977,11,7,20,48,52.7,0.24,1.165,NCE|3.0mn
2.7,-89.89,35.96,5,1977,11,9,18,24,5.2,0.29,1.223,SSC|TMP08846
2.95,-64.82,50.62,18,1977,11,13,8,39,6,0.24,1.165,NCE|3.1mn
3.26,-63.199,41.22,18,1977,11,13,17,5,0,0.365,1.375,SSC|TMP39370
2.67,-64.7,42.26,18,1977,11,13,17,5,37,0.173,1.074,SSC|TMP08852
2.7,-90.83,36.74,5,1977,11,20,7,39,10.7,0.29,1.223,SSC|TMP08859
2.76,-68.03,45.34,0,1977,11,25,5,13,0,0.365,1.424,SSC|2.76mwa(TblB3
2.85,-75.86,46.69,1,1977,11,25,18,47,24.4,0.24,1.165,NCE|3.0mn
2.78,-92.91,34.39,10,1977,11,26,4,18,18.1,0.24,1.165,NCE|3.1lg
2.7,-100.3,40.21,5,1977,12,1,13,22,38.5,0.2,1.112,NCE|2.4mc
3.25,-77.4,43,0,1977,12,15,8,55,0,0.356,1.399,SSC|3.25mwa(TblB3
2.69,-80.309,32.733,8,1977,12,16,11,25,31.5,0.209,1.11,SSC|TMP08903
3.64,-70.7,41.8,0,1977,12,20,17,44,0,0.353,1.391,SSC|3.64mwa(TblB3
3.35,-76.91,46.84,11,1977,12,22,14,57,1.3,0.24,1.165,NCE|3.5mn
2.62,-89.66,36.17,10,1977,12,24,0,0,28.8,0.294,1.23,SSC|TMP08918
3.74,-71.7,43.2,0,1977,12,25,15,35,0,0.352,1.389,SSC|3.74mwa(TblB3
2.67,-79.502,52.67,18,1977,12,26,0,0,24,0.173,1.074,SSC|TMP08923
2.66,-67.6,43.9,0,1978,1,3,1,43,0,0.368,1.432,SSC|2.66mwa(TblB3
3.25,-70.5,44,0,1978,1,4,19,28,0,0.356,1.399,SSC|3.25mwa(TblB3
2.78,-88.21,32.7,1,1978,1,8,11,34,23.4,0.24,1.165,NCE|3.1lg
2.55,-89.66,36.53,15,1978,1,11,21,43,16,0.297,1.235,SSC|TMP08950
2.65,-81.6,28.1,0,1978,1,12,21,10,0,0.515,1.886,SSC|TMP08952
2.65,-70.36,46.82,18,1978,1,13,3,36,48,0.333,1.342,PDE|2.80ukOTT
3.15,-105.322,42.435,5,1978,1,16,3,50,1.7,0.25,1.18,PDE|3.00mlGS
2.85,-81.238,34.295,1,1978,1,25,8,29,39,0.25,1.18,PDE|2.60mlGS
2.86,-88.01,38.244,5,1978,1,28,16,40,58.8,0.185,1.085,SSC|TMP08979
3.38,-109.626,42.484,33,1978,2,7,5,3,9.2,0.25,1.18,PDE|3.30mlGS
2.77,-82.13,34.06,11,1978,2,8,20,35,39.6,0.2,1.112,SRA|2.50mdTAR
2.85,-81.759,34.617,5,1978,2,9,19,19,13.8,0.2,1.112,SRA|2.60mdGS
2.93,-81.349,34.346,1,1978,2,11,5,19,0.2,0.2,1.112,SRA|2.70mdGS
2.55,-88.07,35.71,5,1978,2,15,18,6,58.1,0.297,1.235,SSC|TMP09012
3.84,-74.11,46.35,0,1978,2,18,14,48,0,0.125,1.042,SSC|3.88mwm(TblB2
3.86,-74.11,48.32,7,1978,2,18,14,48,25,0.125,1.042,J96|3.90mwm(21.90
3.08,-81.348,34.321,0,1978,2,26,18,17,48.8,0.2,1.112,SRA|2.90mdGS
3.54,-102.5,31.55,1,1978,3,2,10,4,53,0.25,1.18,NCE|3.5ml
2.58,-95,34.7,7,1978,3,5,14,46,50.5,0.24,1.165,SRA|2.90mnTUL
2.58,-81.73,36.201,1,1978,3,22,15,52,26.7,0.333,1.342,PDE|2.90ukBLA
2.77,-82.59,34.78,1,1978,3,27,20,56,44.7,0.2,1.112,SRA|2.50mdTAR
2.85,-89.47,36.27,4,1978,3,30,23,2,37.7,0.284,1.213,SSC|TMP09077
3.05,-71.6,43.1,0,1978,3,31,14,27,0,0.359,1.407,SSC|3.05mwa(TblB3
3,-89,36.61,10,1978,4,3,7,52,28.3,0.278,1.203,SSC|TMP09085
2.78,-90,36.63,9,1978,4,3,12,24,21.5,0.24,1.165,NCE|3.1lg
3,-89.91,35.97,8,1978,4,5,17,25,58.3,0.278,1.203,SSC|TMP09092
2.85,-69.89,47.751,22,1978,4,8,8,21,45,0.333,1.342,PDE|3.00ukWES
3,-82.738,34.187,10,1978,5,2,1,46,11.8,0.2,1.112,SRA|2.80mdGS
3.28,-101.95,42.26,38,1978,5,7,16,6,23,0.24,1.165,NCE|3.6lg
3.55,-78.26,42.78,0,1978,5,13,21,55,0,0.353,1.391,SSC|3.55mwa(TblB3
2.85,-81.807,35.02,1,1978,5,16,16,6,10.4,0.2,1.112,SRA|2.60mdTAR
2.66,-70.23,44.39,0,1978,5,16,19,40,0,0.368,1.432,SSC|2.66mwa(TblB3
2.7,-88.6,34.86,10,1978,5,19,4,46,20.9,0.29,1.223,SSC|TMP09171
2.62,-89.98,36.61,10,1978,5,21,18,55,56.7,0.294,1.23,SSC|TMP09177
2.62,-89.09,36.86,9,1978,5,25,12,55,49.3,0.294,1.23,SSC|TMP09184
3.05,-69.99,47.72,3,1978,5,26,2,31,0.4,0.24,1.165,NCE|3.2mn
3.15,-107.322,39.275,5,1978,5,29,16,45,18,0.25,1.18,PDE|3.00mlGS
2.85,-63.68,49.95,18,1978,6,1,7,22,25,0.24,1.165,NCE|3.0mn
2.88,-88.46,38.41,20,1978,6,2,2,7,28.9,0.24,1.165,NCE|3.2lg
2.77,-82.6,33.524,3,1978,6,5,21,37,44.9,0.2,1.112,SRA|2.50mdGS
3.68,-107.826,43.632,5,1978,6,6,21,23,34.7,0.24,1.165,PDE|4.0mbneic
2.98,-88.58,32.094,10,1978,6,9,23,15,19.1,0.333,1.342,PDE|3.30ukGS
2.77,-81.649,34.052,4,1978,6,11,5,28,20.5,0.2,1.112,SRA|2.50mdTAR
2.77,-81.864,34.777,2,1978,6,12,6,33,26.2,0.2,1.112,SRA|2.50mdTAR
2.62,-85.04,34.77,0,1978,6,16,20,40,16.4,0.294,1.23,SSC|TMP09231
2.55,-88.39,38.21,5,1978,6,19,8,54,16.2,0.297,1.235,SSC|TMP09233
3.08,-101.94,31.05,0,1978,6,29,20,58,45.1,0.244,1.153,SSC|TMP09246
3.05,-68.39,48.75,18,1978,6,30,0,17,0,0.24,1.165,NCE|3.2mn
2.96,-74.2,41.1,0,1978,6,30,20,13,0,0.361,1.413,SSC|2.96mwa(TblB3
2.77,-82.82,34.33,1,1978,7,9,0,26,3.6,0.2,1.112,SRA|2.50mdGS
3,-82.798,35.505,10,1978,7,9,7,3,35.6,0.2,1.112,SRA|2.80mdTAR
2.86,-73.7,44.7,0,1978,7,13,17,38,0,0.363,1.418,SSC|2.86mwa(TblB3
3.45,-76,39.8,0,1978,7,16,6,39,0,0.354,1.394,SSC|3.45mwa(TblB3
2.78,-105.04,34.68,0,1978,7,21,5,2,36.2,0.244,1.153,SSC|TMP09276
4.96,-89.17,26.49,15,1978,7,24,8,6,17.8,0.125,1.042,CMT|5.0mwm
3.05,-71.096,40.325,0,1978,7,26,4,17,0,0.359,1.407,SSC|3.05mwa(TblB3
3.25,-65.61,49.3,18,1978,7,29,13,56,43,0.24,1.165,NCE|3.4mn
3.45,-74.44,45.68,7,1978,7,30,10,54,44,0.24,1.165,NCE|3.6mn
2.65,-70.93,47.04,18,1978,8,1,17,42,56,0.333,1.342,PDE|2.80ukOTT
2.53,-99.935,36.073,5,1978,8,6,4,28,56.8,0.148,1.054,SSC|TMP09304
3.35,-71.1,40.5,0,1978,8,10,21,12,0,0.355,1.397,SSC|3.35mwa(TblB3
2.65,-70.22,47.669,18,1978,8,14,22,55,58,0.333,1.342,PDE|2.80ukOTT
2.96,-74.51,44.52,0,1978,8,21,8,47,0,0.361,1.413,SSC|2.96mwa(TblB3
2.85,-76.43,47.17,5,1978,8,26,3,54,34.1,0.24,1.165,NCE|3.0mn
2.93,-81.337,34.313,2,1978,8,27,10,23,8,0.2,1.112,SRA|2.70mdCSC
3.54,-111.485,48.49,5,1978,8,30,16,33,21.2,0.25,1.18,PDE|3.50mlGS
3.18,-89.44,36.09,1,1978,8,31,0,31,0.6,0.24,1.165,NCE|3.5lg
2.96,-71.394,41.4,0,1978,9,3,12,41,0,0.361,1.413,SSC|2.96mwa(TblB3
2.85,-80.21,33.06,10,1978,9,7,22,53,23,0.2,1.112,NCE|2.6mc
3,-100.28,40.67,0,1978,9,14,8,6,20.9,0.25,1.18,SRA|2.80mlKGS
3.45,-60.28,42.04,18,1978,9,18,9,28,32,0.46,1.752,NCE|3.5ml
2.68,-90.28,38.58,1,1978,9,20,12,24,8.9,0.24,1.165,NCE|3.0lg
2.78,-91.92,33.96,33,1978,9,23,7,34,3.7,0.24,1.165,NCE|3.1lg
3.45,-76.1,40.1,0,1978,10,6,19,25,0,0.354,1.394,SSC|3.45mwa(TblB3
2.58,-87.452,33.817,5,1978,10,27,13,53,54.4,0.333,1.342,PDE|2.90ukTUL
3.08,-81.326,34.302,2,1978,10,27,16,27,18.1,0.2,1.112,SRA|2.90mdCSC
2.83,-80.162,33.032,1,1978,10,30,9,16,14.1,0.204,1.105,SSC|TMP09469
2.95,-101.8,50.72,10,1978,11,4,1,23,52,0.24,1.165,NCE|3.1lg
2.65,-82.65,30.2,0,1978,11,6,23,0,0,0.515,1.886,SSC|TMP09492
2.7,-89.92,35.97,10,1978,11,21,23,31,22.1,0.25,1.18,SRA|2.40mlSLM
2.85,-81.347,34.296,1,1978,11,24,11,54,40.9,0.2,1.112,SRA|2.60mdGS
3,-107.607,40.471,5,1978,11,30,18,50,15.8,0.25,1.18,PDE|2.80mlGS
3.15,-67.62,48.96,18,1978,12,2,8,36,44,0.24,1.165,NCE|3.3mn
3.18,-88.37,38.56,23,1978,12,5,1,48,2,0.24,1.165,NCE|3.5mb
2.62,-89.14,36.94,5,1978,12,8,3,41,53,0.294,1.23,SSC|TMP09541
3.18,-88.47,31.91,3,1978,12,11,2,6,50.1,0.24,1.165,NCE|3.5lg
2.55,-88.81,38.08,19,1978,12,11,7,48,57.9,0.297,1.235,SSC|TMP09547
2.65,-73.9,44.5,0,1978,12,28,9,24,0,0.46,1.752,NCE|2.5ml
3.08,-105.16,38.963,5,1979,1,6,1,58,55.3,0.25,1.18,PDE|2.90mlGS
3.38,-107.861,40.818,5,1979,1,20,6,59,8.4,0.25,1.18,PDE|3.30mlGS
3,-80.182,33.051,6,1979,1,27,23,55,15.7,0.2,1.112,SRA|2.80mdGS
3.05,-73.2,44.8,0,1979,1,29,6,35,0,0.359,1.407,SSC|3.05mwa(TblB3
3.84,-74.3,40.3,0,1979,1,30,16,30,0,0.352,1.389,SSC|3.84mwa(TblB3
2.88,-90.1,35.84,10,1979,2,5,5,31,9.4,0.24,1.165,NCE|3.2lg
2.85,-88.95,36.99,4,1979,2,17,6,52,37.9,0.284,1.213,SSC|TMP09676
2.75,-74.809,40.803,13,1979,2,23,10,23,57.2,0.333,1.342,PDE|2.90ukPAL
2.98,-113.299,49.233,5,1979,2,24,15,49,15.5,0.24,1.165,PDE|3.30lgOTT
2.58,-92,34.2,0,1979,2,27,8,25,0,0.24,1.165,SRA|2.90mnSLM
3.08,-91.2,35.96,10,1979,2,27,22,54,54.8,0.24,1.165,NCE|3.4lg
2.55,-90.01,35.98,29,1979,3,7,6,40,16.8,0.297,1.235,SSC|TMP09706
3.45,-74.5,40.7,0,1979,3,10,4,49,0,0.354,1.394,SSC|3.45mwa(TblB3
3.05,-63.98,49.99,18,1979,3,18,8,28,23,0.24,1.165,NCE|3.2mn
2.85,-76.46,45.84,18,1979,3,18,16,31,12,0.24,1.165,NCE|3.0mn
2.58,-98.12,35.38,5,1979,3,18,20,44,19.4,0.24,1.165,NCE|2.9lg
3.38,-108.895,40.177,2,1979,3,19,14,59,29.7,0.25,1.18,PDE|3.30mlSLC
3.05,-70.1,47.69,10,1979,3,23,22,53,5,0.24,1.165,NCE|3.2mn
3.31,-112.415,48.588,5,1979,4,14,9,39,6.4,0.25,1.18,PDE|3.20mlGS
2.78,-95.54,46.7,20,1979,4,16,6,40,16.7,0.24,1.165,SRA|3.10mnMNN
4.14,-69.8,44,0,1979,4,18,2,34,0,0.354,1.394,SSC|4.14mwa(TblB3
3.05,-66.03,45.24,18,1979,4,20,10,32,49.2,0.24,1.165,NCE|3.2mn
3.15,-71.24,43.04,0,1979,4,23,0,5,0,0.357,1.402,SSC|3.15mwa(TblB3
3.76,-111.016,37.883,7,1979,4,30,2,7,10.3,0.25,1.18,PDE|3.80mlGS
2.93,-81.95,34.33,1,1979,5,4,12,13,8.9,0.2,1.112,SRA|2.70mdTAR
2.55,-89.65,36.54,6,1979,5,20,1,22,30.5,0.297,1.235,SSC|TMP09844
3.15,-75.68,46.18,1,1979,5,26,21,58,32.8,0.24,1.165,NCE|3.3mn
3.05,-74.99,45,2,1979,5,29,20,48,49.1,0.46,1.752,NCE|3.0ml
3.15,-67.54,49.37,18,1979,6,5,8,58,20,0.24,1.165,NCE|3.3mn
2.77,-100.35,40.14,1,1979,6,6,16,16,21.9,0.2,1.112,NCE|2.5mc
2.68,-99.76,35.22,2,1979,6,7,7,39,36.3,0.24,1.165,NCE|3.0lg
3.13,-73.86,44.43,0,1979,6,7,13,45,53.3,0.46,1.752,NCE|3.1ml
3.48,-89.64,36.15,15,1979,6,11,4,12,17.1,0.24,1.165,NCE|3.8lg
2.85,-74.38,41.35,0,1979,6,20,19,20,17.8,0.24,1.165,SRA|3.00mnPAL
2.68,-90.45,35.56,7,1979,6,25,17,11,13.8,0.24,1.165,NCE|3.0lg
